Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 25 4 0
1 361 182 8 11
2 519 794 10 14
3 364 271 7 7
4 481 124 10 5
5 484 1584 12 35
6 7 36 7 0
7 500 69 9 2
8 369 61 4 2
9 7 8 7 0
10 490 57 8 5
11 12 54 12 0
12 526 799 12 11
13 527 1255 15 35
14 484 377 15 6
15 480 1311 8 29
16 516 120 8 2
17 518 1476 8 58
18 5 27 5 1
19 526 318 9 9
20 8 13 8 0
21 525 281 13 10
22 11 19 11 0
23 198 34 6 4
24 525 378 13 8
25 197 199 3 4
26 520 197 11 3
27 522 232 10 4
28 11 58 11 1
29 8 30 8 1
30 476 41 4 0
31 522 274 15 4
32 517 639 8 25
33 526 2143 8 64
34 51 21 2 0
35 522 301 9 7
36 30 2 0 2
37 375 33 7 0
38 7 0 3 0
39 12 0 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 365 5 10 0
45 0 0 0 0
46 0 0 0 0
47 249 5 6 0
48 0 0 0 0
49 7 0 0 0
50 14 0 10 0
51 497 17 8 0
