Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 237 338 2 10
1 2 10 2 0
2 234 270 4 10
3 2 5 2 0
4 1 16 1 0
5 228 155 3 5
6 201 40 2 3
7 3 7 3 1
8 4 2 4 0
9 1 8 1 0
10 2 6 2 0
11 4 12 4 0
12 3 3 3 1
13 176 208 3 5
14 179 494 4 7
15 0 0 0 0
16 2 0 2 0
17 200 10 2 2
18 0 4 0 0
19 1 3 1 0
20 3 4 3 1
21 1 8 1 0
22 133 136 1 5
23 3 9 3 0
24 4 11 4 0
25 231 120 4 6
26 1 18 1 1
27 2 3 2 0
28 3 8 3 0
29 4 10 4 1
30 236 76 2 0
31 7 8 7 0
32 3 11 3 0
33 143 62 1 3
34 4 6 4 0
35 238 255 0 9
36 1 8 1 0
37 2 10 2 0
38 189 121 6 7
39 2 5 2 0
40 1 6 1 1
41 2 13 2 0
42 2 20 2 1
43 234 257 3 9
44 4 1 4 0
45 3 14 3 0
46 1 3 1 0
47 242 364 2 13
48 0 9 0 1
49 242 160 2 5
50 1 7 1 0
51 232 291 3 5
52 234 273 2 7
53 0 12 0 0
54 234 156 3 12
55 239 246 5 7
56 3 3 3 1
57 1 0 1 0
58 2 4 2 0
59 0 8 0 0
60 2 19 2 1
61 175 106 1 5
62 3 0 3 0
63 1 0 1 0
64 1 2 1 0
65 195 78 1 5
66 3 4 3 0
67 1 3 1 0
68 1 2 1 0
69 8 3 8 0
70 1 8 1 1
71 5 2 5 0
72 3 13 3 0
73 2 2 2 0
74 2 5 2 0
75 1 11 1 1
76 0 0 0 0
77 3 4 3 0
78 186 214 1 13
79 238 288 1 12
80 1 1 1 0
81 3 0 3 0
82 3 9 3 0
83 0 54 0 0
84 2 4 2 0
85 240 238 1 7
86 140 118 2 5
87 1 3 1 0
88 2 0 2 0
89 2 12 2 0
90 235 206 2 8
91 4 11 4 0
92 5 1 5 0
93 118 118 2 3
94 133 222 1 12
95 0 0 0 0
96 3 7 3 0
97 64 59 0 2
