Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 360 2 6
1 242 146 2 1
2 4 21 4 1
3 247 317 3 1
4 243 288 1 2
5 238 397 3 5
6 235 39 2 1
7 243 47 3 0
8 244 106 4 2
9 241 342 1 1
10 242 57 2 0
11 4 9 4 0
12 241 881 4 9
13 181 120 3 2
14 4 8 4 0
15 0 0 0 0
16 245 326 2 5
17 207 107 2 2
18 207 7 0 0
19 208 186 2 0
20 243 36 3 0
21 243 165 1 3
22 1 0 1 0
23 241 149 3 4
24 242 459 4 2
25 245 84 4 2
26 187 592 1 10
27 186 83 2 1
28 3 3 3 0
29 247 115 4 2
30 2 8 2 0
31 242 90 7 1
32 245 117 3 1
33 146 85 1 1
34 4 8 4 0
35 242 128 0 2
36 143 122 1 2
37 245 316 2 6
38 200 219 6 1
39 243 154 2 3
40 246 220 1 1
41 245 105 2 2
42 246 339 2 6
43 239 354 3 2
44 248 84 5 1
45 240 394 3 4
46 242 101 1 4
47 249 231 2 4
48 245 374 0 8
49 249 87 2 1
50 245 315 1 4
51 3 33 3 0
52 240 265 2 4
53 0 11 0 0
54 239 170 3 1
55 6 6 6 0
56 236 50 3 2
57 243 312 2 5
58 223 98 2 0
59 243 125 0 1
60 235 1148 2 12
61 1 8 1 0
62 245 186 3 1
63 2 1 2 0
64 242 46 1 1
65 203 120 1 1
66 247 149 3 2
67 190 90 1 1
68 1 1 1 0
69 242 60 8 1
70 190 172 1 3
71 5 5 5 0
72 228 295 3 4
73 248 197 2 4
74 196 90 2 0
75 1 8 1 1
76 245 153 0 6
77 247 225 3 1
78 226 107 1 2
79 244 193 1 2
80 246 154 1 1
81 3 0 3 0
82 4 10 4 0
83 188 1113 0 15
84 246 870 2 14
85 247 143 1 2
86 143 89 2 1
87 180 188 1 3
88 249 253 2 1
89 237 264 2 6
90 242 176 2 1
91 130 63 4 1
92 246 262 5 4
93 123 42 2 0
94 138 224 1 2
95 119 104 0 0
96 3 16 3 0
97 67 51 0 0
