Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 27 4 0
1 7 37 7 0
2 11 97 11 0
3 337 242 7 6
4 10 65 10 2
5 435 866 11 40
6 437 486 6 12
7 255 29 7 1
8 325 177 4 3
9 324 143 6 3
10 433 309 6 14
11 438 120 6 6
12 474 353 12 12
13 494 752 13 35
14 428 471 14 9
15 416 856 8 22
16 482 179 5 2
17 7 155 7 4
18 495 342 5 3
19 9 50 9 0
20 499 398 8 9
21 492 380 13 5
22 10 25 10 0
23 18 5 1 2
24 492 266 12 9
25 3 24 3 2
26 487 253 10 4
27 490 309 9 5
28 427 215 11 9
29 492 167 8 7
30 2 21 2 0
31 489 353 15 4
32 485 570 8 21
33 493 2099 7 58
34 9 10 0 0
35 489 427 9 8
36 3 2 3 0
37 26 7 8 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 37 5 9 0
45 0 0 0 0
46 0 0 0 0
47 28 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 8 8 8 0
