Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 10 2 1
1 2 6 2 0
2 234 262 4 9
3 2 4 2 0
4 1 20 1 0
5 3 13 3 1
6 2 4 2 0
7 238 121 3 4
8 4 3 4 0
9 1 7 1 0
10 2 5 2 0
11 4 3 4 0
12 3 5 3 1
13 3 7 3 0
14 180 307 4 9
15 240 665 0 24
16 2 0 2 0
17 197 11 2 2
18 194 10 0 1
19 1 7 1 0
20 239 22 3 2
21 238 159 1 4
22 1 0 1 0
23 3 18 3 0
24 4 9 4 0
25 4 11 4 1
26 1 18 1 1
27 2 3 2 0
28 3 5 3 0
29 4 7 4 1
30 2 8 2 0
31 237 115 7 1
32 3 11 3 0
33 146 102 1 3
34 4 3 4 0
35 0 13 0 0
36 1 11 1 0
37 238 219 2 11
38 6 8 6 1
39 2 2 2 0
40 1 6 1 1
41 2 14 2 0
42 2 21 2 1
43 234 274 3 9
44 240 120 4 3
45 235 296 3 13
46 1 4 1 0
47 242 437 2 14
48 0 9 0 1
49 242 115 2 3
50 1 7 1 0
51 3 20 3 0
52 234 330 2 5
53 0 10 0 0
54 3 2 3 0
55 239 287 6 11
56 222 55 3 4
57 1 0 1 0
58 2 2 2 0
59 0 14 0 0
60 206 462 2 11
61 1 4 1 0
62 3 0 3 0
63 1 0 1 0
64 1 2 1 0
65 1 2 1 1
66 238 92 3 2
67 1 2 1 0
68 1 1 1 0
69 8 3 8 0
70 1 6 1 1
71 5 2 5 0
72 3 6 3 0
73 2 4 2 0
74 197 150 2 5
75 1 8 1 1
76 240 184 0 7
77 3 3 3 0
78 185 269 1 6
79 238 205 1 8
80 1 1 1 0
81 3 0 3 0
82 3 6 3 0
83 0 29 0 0
84 240 493 2 18
85 240 203 1 5
86 2 2 2 0
87 1 3 1 0
88 2 0 2 0
89 2 10 2 0
90 239 195 2 3
91 130 43 4 0
92 5 5 5 0
93 2 7 2 0
94 1 2 1 1
95 0 0 0 0
96 195 115 3 3
97 0 3 0 1
