Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 331 210 4 4
1 333 376 7 2
2 10 69 10 1
3 337 432 7 10
4 449 385 10 8
5 11 116 11 2
6 446 368 6 15
7 6 23 6 1
8 326 151 4 3
9 333 108 6 2
10 428 104 6 5
11 5 49 5 0
12 437 302 12 12
13 494 803 13 41
14 440 398 12 6
15 425 627 8 19
16 483 220 6 7
17 7 190 7 5
18 495 394 5 4
19 486 483 9 10
20 499 324 8 11
21 13 41 13 2
22 486 336 10 18
23 15 5 1 2
24 492 342 12 8
25 3 37 3 1
26 487 218 10 7
27 9 29 9 0
28 10 69 10 1
29 8 60 8 2
30 1 21 1 0
31 489 202 14 9
32 485 637 7 14
33 493 1631 7 60
34 0 5 0 0
35 9 50 9 2
36 7 0 0 0
37 25 1 2 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 10 5 10 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 7 9 7 0
