Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 18 4 0
1 309 182 7 6
2 9 53 9 1
3 313 243 7 7
4 403 247 10 11
5 10 48 10 2
6 6 37 6 1
7 4 15 4 1
8 285 33 4 2
9 6 15 6 2
10 6 13 6 2
11 5 31 5 0
12 12 31 12 1
13 10 45 10 2
14 403 376 12 11
15 7 30 7 3
16 417 89 4 5
17 420 1315 6 72
18 4 44 4 1
19 9 39 9 1
20 6 14 6 0
21 13 36 13 2
22 8 18 8 0
23 20 3 1 1
24 450 239 12 16
25 3 28 3 2
26 445 168 10 14
27 9 23 9 0
28 11 66 11 4
29 450 208 7 11
30 0 2 0 0
31 14 33 14 0
32 6 65 6 0
33 451 756 5 73
34 10 14 0 0
35 8 38 8 2
36 17 0 0 0
37 52 2 2 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 1 3 1 0
