Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 32 4 0
1 7 22 7 0
2 476 567 9 13
3 340 201 7 7
4 438 242 10 9
5 12 82 12 2
6 446 735 7 27
7 256 33 7 2
8 4 20 4 0
9 6 18 6 1
10 427 276 7 6
11 437 156 6 14
12 467 251 12 11
13 484 601 13 33
14 13 53 13 0
15 8 96 8 5
16 7 57 7 0
17 476 1178 7 47
18 5 41 5 1
19 483 509 8 22
20 7 54 7 2
21 483 485 13 14
22 480 230 9 10
23 1 13 1 1
24 483 586 12 16
25 73 20 3 3
26 478 499 10 11
27 480 414 10 5
28 424 212 10 18
29 8 41 8 3
30 2 23 2 0
31 480 393 15 5
32 475 466 7 16
33 7 116 7 3
34 14 15 0 1
35 9 92 9 3
36 7 0 4 0
37 29 4 9 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 42 0 10 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 57 2 7 0
