Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 14 2 1
1 242 167 2 1
2 241 414 4 4
3 247 300 3 2
4 243 252 1 1
5 238 356 3 2
6 236 50 2 1
7 243 41 3 0
8 244 68 4 2
9 241 338 1 5
10 243 48 2 0
11 240 384 4 5
12 242 666 4 5
13 181 240 3 1
14 184 245 4 6
15 249 1247 0 14
16 245 343 2 6
17 211 109 2 1
18 0 4 0 0
19 212 137 2 0
20 243 31 3 1
21 243 170 1 2
22 1 0 1 0
23 241 135 3 3
24 242 356 4 4
25 4 11 4 1
26 187 511 1 6
27 186 87 2 1
28 246 56 3 0
29 247 115 4 2
30 244 118 2 0
31 242 83 7 1
32 245 102 3 0
33 148 74 1 1
34 246 114 4 2
35 242 84 0 2
36 145 114 1 2
37 247 325 2 2
38 232 172 7 2
39 247 260 2 2
40 246 156 1 1
41 245 206 2 2
42 246 366 2 5
43 239 334 3 0
44 5 2 5 0
45 240 373 3 4
46 242 100 1 3
47 249 346 2 4
48 247 393 1 6
49 249 81 2 0
50 245 261 1 5
51 239 441 3 4
52 240 250 2 5
53 239 155 0 1
54 240 205 3 1
55 245 161 6 1
56 237 86 3 1
57 244 357 2 5
58 227 46 2 0
59 243 120 0 1
60 238 963 2 7
61 184 112 1 2
62 245 169 3 1
63 248 123 2 0
64 242 64 1 1
65 207 137 1 1
66 3 3 3 0
67 190 280 1 1
68 191 33 1 0
69 243 82 8 3
70 204 183 1 4
71 239 165 5 1
72 231 305 3 1
73 247 165 2 6
74 203 91 2 1
75 239 192 1 3
76 245 121 0 4
77 247 155 3 0
78 232 125 1 3
79 244 237 1 2
80 246 149 1 1
81 247 138 3 0
82 240 224 4 4
83 228 919 0 15
84 246 684 2 8
85 247 146 1 1
86 144 122 2 1
87 180 180 1 3
88 249 268 2 2
89 2 10 2 0
90 2 2 2 0
91 131 73 4 0
92 246 249 5 4
93 2 5 2 0
94 139 228 1 2
95 119 100 0 0
96 247 154 3 1
97 71 41 0 1
