Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 15 1 1
1 214 85 2 2
2 4 38 4 2
3 2 21 2 0
4 1 31 1 1
5 3 30 3 1
6 207 18 2 1
7 3 20 3 1
8 218 90 4 2
9 215 369 1 3
10 225 85 2 0
11 4 7 4 0
12 213 285 3 3
13 3 23 3 0
14 177 244 4 5
15 0 0 0 0
16 236 269 2 7
17 2 6 2 1
18 0 7 0 0
19 72 10 1 0
20 2 4 2 1
21 234 148 1 3
22 1 0 1 0
23 3 29 3 0
24 4 19 4 0
25 4 16 4 1
26 1 19 1 1
27 183 56 2 1
28 3 26 3 0
29 4 9 4 0
30 200 167 2 4
31 7 24 7 0
32 3 27 3 0
33 144 62 1 1
34 4 14 4 0
35 0 32 0 0
36 1 27 1 0
37 230 366 2 9
38 192 127 6 6
39 234 308 2 5
40 238 213 1 5
41 231 140 2 0
42 2 28 2 0
43 3 48 3 1
44 235 132 4 2
45 3 36 3 0
46 1 8 1 0
47 2 0 2 0
48 230 255 0 7
49 2 0 2 0
50 234 259 1 5
51 212 353 3 4
52 2 37 2 1
53 225 189 0 4
54 3 7 3 0
55 5 7 5 1
56 199 75 3 3
57 227 308 1 10
58 2 3 2 0
59 235 282 0 6
60 214 289 2 10
61 1 5 1 0
62 225 111 3 1
63 1 1 1 0
64 1 4 1 0
65 1 5 1 0
66 3 13 3 0
67 1 8 1 0
68 1 7 1 0
69 219 153 8 3
70 1 17 1 1
71 174 122 5 3
72 210 231 3 5
73 208 311 2 8
74 190 265 2 3
75 1 33 1 1
76 233 232 0 4
77 3 23 3 1
78 188 139 1 5
79 234 202 1 1
80 214 139 1 2
81 225 222 3 6
82 221 109 3 2
83 187 410 0 12
84 221 262 2 6
85 197 168 1 6
86 2 19 2 0
87 172 237 1 2
88 223 222 2 7
89 2 29 2 0
90 2 3 2 0
91 126 55 4 1
92 237 214 5 7
93 111 48 2 2
94 1 10 1 0
95 89 40 0 1
96 3 10 3 0
97 65 71 0 1
