Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 24 4 0
1 9 13 9 0
2 526 883 13 30
3 7 16 7 0
4 481 331 10 10
5 12 51 12 1
6 6 44 6 0
7 8 28 8 0
8 4 24 4 1
9 356 145 7 8
10 6 18 6 1
11 490 154 11 13
12 14 65 14 1
13 15 50 15 2
14 15 35 15 0
15 8 46 8 2
16 523 95 5 7
17 525 1275 9 73
18 537 673 5 19
19 533 350 10 16
20 6 17 6 0
21 532 407 13 15
22 10 20 10 0
23 1 1 1 1
24 14 35 14 0
25 3 12 3 2
26 527 381 11 13
27 13 32 13 0
28 484 334 11 22
29 9 32 9 2
30 336 22 3 0
31 15 32 15 0
32 527 297 7 35
33 533 1749 8 80
34 47 13 2 0
35 529 401 9 11
36 11 14 11 0
37 474 36 10 0
38 0 0 0 0
39 8 6 8 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 7 0 7 0
50 9 5 9 0
51 7 21 7 0
