Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 240 249 2 4
1 2 11 2 1
2 238 315 4 12
3 3 4 3 0
4 238 249 1 3
5 3 12 3 1
6 2 4 2 0
7 3 5 3 0
8 4 1 4 0
9 1 5 1 0
10 2 4 2 0
11 226 45 4 2
12 4 2 4 1
13 3 5 3 0
14 4 10 4 0
15 0 0 0 0
16 243 208 2 12
17 2 5 2 1
18 0 3 0 0
19 2 3 2 0
20 3 5 3 1
21 1 6 1 0
22 1 0 1 0
23 239 126 3 8
24 4 10 4 0
25 4 9 4 1
26 1 12 1 0
27 2 3 2 0
28 241 82 3 1
29 4 9 4 1
30 2 7 2 0
31 7 5 7 0
32 242 133 3 3
33 1 1 1 0
34 4 6 4 0
35 0 12 0 0
36 1 7 1 1
37 240 282 2 11
38 6 6 6 0
39 2 6 2 0
40 1 4 1 1
41 242 242 2 8
42 2 6 2 0
43 237 383 3 13
44 4 1 4 0
45 3 9 3 0
46 238 111 1 5
47 246 333 2 14
48 240 335 0 14
49 2 0 2 0
50 242 278 1 5
51 232 323 3 7
52 2 23 2 0
53 0 7 0 0
54 238 121 3 2
55 242 263 6 10
56 3 2 3 1
57 1 0 1 0
58 2 4 2 0
59 0 8 0 0
60 227 683 2 24
61 1 3 1 0
62 242 104 3 1
63 2 1 2 0
64 1 3 1 0
65 1 2 1 1
66 242 68 3 2
67 189 99 1 2
68 1 1 1 0
69 8 3 8 0
70 1 8 1 1
71 5 3 5 0
72 225 445 3 10
73 2 3 2 0
74 191 123 2 7
75 1 12 1 1
76 0 0 0 0
77 244 137 3 4
78 1 0 1 0
79 1 12 1 0
80 1 1 1 0
81 3 0 3 0
82 226 174 4 3
83 0 33 0 1
84 2 3 2 0
85 1 2 1 0
86 2 3 2 0
87 176 223 1 8
88 2 0 2 0
89 2 9 2 0
90 2 2 2 0
91 4 10 4 0
92 239 243 5 5
93 2 5 2 0
94 1 3 1 0
95 110 34 0 3
96 3 10 3 1
97 64 42 0 2
