Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 355 228 4 3
1 9 12 9 0
2 515 514 11 18
3 7 15 7 0
4 475 168 10 8
5 478 1736 12 48
6 474 263 7 13
7 9 22 9 0
8 4 12 4 0
9 361 160 7 3
10 484 103 8 15
11 8 37 8 0
12 522 257 12 12
13 523 1653 15 51
14 478 399 16 11
15 476 1060 8 33
16 8 43 8 0
17 7 112 7 4
18 526 207 5 7
19 9 25 9 0
20 8 13 8 0
21 13 27 13 2
22 11 24 11 0
23 3 20 3 1
24 12 25 12 1
25 246 24 4 3
26 516 258 10 7
27 519 113 11 3
28 11 30 11 1
29 521 79 8 3
30 4 21 4 0
31 518 112 15 6
32 516 735 8 25
33 522 1676 7 74
34 1 9 1 0
35 9 32 9 2
36 0 5 0 1
37 4 12 4 1
38 7 0 0 0
39 7 0 7 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 351 5 10 0
45 0 0 0 0
46 0 0 0 0
47 240 5 6 0
48 0 0 0 0
49 0 0 0 0
50 10 4 10 0
51 486 8 8 0
