Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 213 68 2 11
1 6 16 6 2
2 9 93 9 2
3 243 202 7 16
4 8 60 8 5
5 9 50 9 5
6 6 49 6 1
7 122 32 3 4
8 189 87 4 7
9 3 9 3 2
10 7 43 7 2
11 8 66 8 1
12 12 35 12 3
13 4 25 4 2
14 11 45 11 1
15 341 425 7 55
16 285 134 6 15
17 5 74 5 8
18 4 47 4 2
19 8 42 8 2
20 5 21 5 0
21 386 165 11 28
22 7 61 7 0
23 65 16 1 2
24 11 47 11 2
25 66 83 2 3
26 8 36 8 1
27 379 209 8 15
28 11 64 11 4
29 7 46 7 3
30 0 2 0 0
31 14 60 14 1
32 6 85 6 2
33 5 62 5 4
34 0 1 0 0
35 384 324 7 17
36 0 3 0 2
37 0 8 0 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 40 0 0 0
