Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 368 2 8
1 238 208 2 3
2 4 27 4 1
3 245 490 2 8
4 1 26 1 1
5 230 397 2 7
6 2 6 2 0
7 3 5 3 0
8 4 3 4 0
9 1 10 1 0
10 2 8 2 0
11 227 224 4 4
12 3 7 3 1
13 179 153 3 0
14 4 8 4 0
15 0 0 0 0
16 242 370 2 6
17 96 75 2 1
18 0 6 0 0
19 95 34 1 1
20 3 6 3 1
21 240 119 1 0
22 1 0 1 0
23 3 26 3 0
24 4 19 4 0
25 242 158 4 2
26 1 12 1 0
27 2 4 2 0
28 244 103 3 1
29 245 242 4 1
30 240 123 2 0
31 7 13 7 0
32 243 144 3 2
33 144 84 1 1
34 244 104 4 3
35 240 173 0 4
36 141 151 1 1
37 2 9 2 0
38 6 10 6 0
39 2 8 2 0
40 1 3 1 1
41 243 286 2 3
42 244 335 2 4
43 236 323 3 6
44 246 179 5 0
45 237 159 3 6
46 1 5 1 0
47 247 362 2 5
48 0 11 0 1
49 247 90 2 0
50 1 13 1 0
51 233 395 3 6
52 2 24 2 0
53 236 123 0 3
54 3 5 3 0
55 243 227 6 6
56 229 148 3 5
57 237 351 1 7
58 2 3 2 0
59 239 180 0 2
60 220 699 2 17
61 178 83 1 5
62 3 0 3 0
63 246 200 2 5
64 240 77 1 1
65 191 117 1 0
66 242 103 3 0
67 187 326 1 2
68 188 55 1 1
69 240 141 8 2
70 202 137 1 3
71 208 168 5 5
72 226 354 3 5
73 2 7 2 0
74 2 5 2 0
75 237 294 1 8
76 242 162 0 4
77 3 13 3 0
78 200 147 1 5
79 240 195 1 4
80 1 2 1 0
81 245 167 3 4
82 229 164 4 3
83 0 81 0 0
84 2 3 2 0
85 245 239 1 3
86 2 5 2 0
87 176 214 1 5
88 247 269 2 3
89 235 322 2 5
90 2 2 2 0
91 4 8 4 0
92 242 227 5 2
93 116 106 2 2
94 132 332 1 8
95 110 90 0 0
96 3 12 3 0
97 63 70 0 3
