Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 13 2 1
1 2 8 2 1
2 4 24 4 2
3 2 8 2 0
4 229 190 1 16
5 3 15 3 2
6 163 29 2 4
7 3 5 3 1
8 4 1 4 0
9 1 10 1 0
10 2 3 2 0
11 4 3 4 0
12 3 3 3 1
13 3 6 3 0
14 3 7 3 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 3 0 0
19 1 0 1 0
20 2 3 2 1
21 1 9 1 2
22 1 0 1 0
23 229 103 3 14
24 4 9 4 0
25 4 15 4 1
26 1 13 1 1
27 1 8 1 1
28 3 8 3 0
29 233 311 4 20
30 2 22 2 2
31 6 10 6 0
32 3 17 3 2
33 130 108 1 15
34 3 11 3 2
35 0 12 0 0
36 1 13 1 0
37 2 8 2 0
38 159 192 5 16
39 2 5 2 0
40 1 4 1 1
41 229 109 2 6
42 2 7 2 2
43 225 261 3 35
44 4 3 4 0
45 3 19 3 1
46 1 10 1 2
47 2 0 2 0
48 0 9 0 1
49 2 0 2 0
50 1 19 1 1
51 3 15 3 0
52 1 21 1 0
53 0 16 0 1
54 3 5 3 0
55 5 4 5 0
56 3 3 3 1
57 1 0 1 0
58 2 2 2 0
59 0 17 0 1
60 2 10 2 1
61 1 2 1 0
62 0 0 0 0
63 0 1 0 0
64 1 3 1 0
65 1 4 1 1
66 3 6 3 0
67 1 6 1 0
68 1 3 1 0
69 8 6 8 0
70 1 15 1 1
71 4 1 4 0
72 2 22 2 1
73 2 8 2 1
74 2 9 2 1
75 1 13 1 2
76 0 0 0 0
77 3 12 3 1
78 1 0 1 0
79 1 11 1 1
80 1 2 1 0
81 3 0 3 0
82 3 4 3 0
83 0 21 0 2
84 2 3 2 0
85 1 3 1 1
86 2 7 2 2
87 1 3 1 0
88 2 0 2 0
89 2 11 2 1
90 2 2 2 0
91 2 4 2 0
92 230 253 5 17
93 2 11 2 1
94 1 4 1 1
95 0 0 0 0
96 233 33 2 4
97 0 4 0 1
