Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 361 224 4 5
1 360 235 8 8
2 535 728 12 8
3 367 426 7 8
4 490 222 10 7
5 12 83 12 1
6 501 341 7 12
7 509 74 8 3
8 371 171 4 1
9 360 153 6 6
10 494 96 7 3
11 503 336 12 11
12 542 875 13 17
13 543 1448 15 38
14 15 24 15 0
15 484 1888 8 32
16 532 120 8 2
17 534 2668 9 60
18 544 359 5 4
19 542 286 10 10
20 548 368 8 7
21 541 208 13 8
22 544 456 11 8
23 263 33 6 5
24 541 280 13 8
25 264 265 6 2
26 536 139 11 1
27 12 22 12 0
28 491 455 11 15
29 541 186 8 4
30 483 48 5 0
31 538 264 15 3
32 534 445 8 27
33 542 2556 8 64
34 52 17 2 0
35 538 292 9 5
36 241 14 11 1
37 481 39 11 0
38 7 0 3 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 10 5 10 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 6 0 0 0
49 7 0 7 0
50 14 0 9 0
51 512 13 9 0
