Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 240 329 2 10
1 2 5 2 0
2 4 27 4 1
3 242 377 3 9
4 1 29 1 1
5 3 26 3 1
6 229 52 2 1
7 3 3 3 0
8 202 28 4 2
9 1 14 1 0
10 236 34 2 1
11 4 9 4 0
12 229 390 3 9
13 179 204 3 3
14 182 394 4 11
15 0 0 0 0
16 240 273 2 9
17 2 5 2 1
18 0 7 0 0
19 197 10 1 2
20 3 4 3 1
21 1 12 1 0
22 134 85 1 0
23 235 185 3 5
24 4 11 4 0
25 4 12 4 1
26 184 368 1 14
27 2 3 2 0
28 3 6 3 0
29 242 209 4 3
30 236 94 2 1
31 237 106 7 0
32 3 7 3 0
33 1 3 1 0
34 236 280 4 4
35 0 23 0 0
36 141 106 1 3
37 2 9 2 0
38 6 10 6 1
39 2 7 2 0
40 1 8 1 1
41 240 110 2 1
42 241 448 2 8
43 3 34 3 1
44 5 1 5 0
45 229 154 3 5
46 235 116 1 5
47 244 343 2 12
48 0 11 0 1
49 1 0 1 0
50 1 12 1 0
51 3 22 3 0
52 1 15 1 0
53 0 14 0 0
54 3 8 3 0
55 6 4 6 1
56 3 3 3 1
57 234 480 1 13
58 215 69 2 0
59 0 16 0 0
60 2 20 2 0
61 1 7 1 0
62 232 79 2 4
63 1 1 1 0
64 236 143 1 2
65 1 3 1 0
66 3 5 3 0
67 1 2 1 0
68 1 3 1 0
69 8 6 8 0
70 1 6 1 1
71 200 158 5 3
72 3 15 3 0
73 2 3 2 0
74 188 180 2 3
75 1 20 1 1
76 240 152 0 10
77 242 157 3 3
78 1 0 1 0
79 1 13 1 0
80 1 1 1 0
81 3 0 3 0
82 3 10 3 0
83 188 613 0 18
84 2 3 2 0
85 1 3 1 1
86 141 113 2 0
87 175 195 1 5
88 238 291 2 7
89 230 299 2 5
90 2 1 2 0
91 129 79 4 0
92 239 154 5 3
93 2 7 2 0
94 1 5 1 0
95 113 116 0 1
96 202 83 3 4
97 0 2 0 0
