Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 334 152 4 2
1 337 207 7 2
2 485 710 9 16
3 340 352 7 4
4 442 223 10 6
5 445 904 12 31
6 7 35 7 0
7 429 20 7 2
8 341 34 4 0
9 338 235 6 6
10 451 204 7 7
11 443 160 7 17
12 12 55 12 0
13 493 1169 12 37
14 14 20 14 0
15 445 1062 8 31
16 6 34 6 0
17 484 1783 8 52
18 494 339 5 5
19 491 296 9 7
20 498 742 7 26
21 13 39 13 1
22 493 380 10 11
23 186 13 3 1
24 12 36 12 0
25 189 205 4 4
26 10 52 10 1
27 489 276 10 10
28 453 336 11 13
29 491 230 8 6
30 1 15 1 0
31 488 374 15 9
32 484 341 8 9
33 7 80 7 3
34 14 19 0 0
35 488 330 9 8
36 20 0 10 0
37 62 17 10 3
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 98 5 10 0
45 0 0 0 0
46 0 0 0 0
47 67 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 114 24 7 2
