Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 321 144 4 10
1 6 15 6 0
2 11 70 11 1
3 7 19 7 1
4 10 45 10 3
5 449 352 10 38
6 6 39 6 0
7 8 33 8 0
8 346 60 4 3
9 7 10 7 0
10 455 299 7 18
11 459 281 9 15
12 13 42 13 0
13 13 28 13 1
14 13 34 13 0
15 8 44 8 2
16 466 246 4 10
17 468 1160 7 68
18 5 37 5 2
19 10 37 10 0
20 6 15 6 0
21 485 302 13 20
22 11 29 11 0
23 1 8 1 1
24 485 437 13 19
25 5 12 5 2
26 480 473 10 15
27 10 32 10 0
28 11 70 11 1
29 8 32 8 3
30 90 22 2 0
31 482 185 14 8
32 6 97 6 2
33 486 1479 6 71
34 20 5 0 0
35 8 46 8 2
36 126 14 11 1
37 190 3 8 1
38 7 0 0 0
39 12 0 0 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 14 0 0 0
51 243 11 7 0
