Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 266 168 3 5
1 268 275 6 4
2 10 160 10 1
3 272 472 7 6
4 10 105 10 2
5 10 83 10 3
6 369 404 6 23
7 146 14 6 1
8 273 48 4 2
9 6 29 6 2
10 246 90 6 5
11 288 72 6 6
12 12 69 12 2
13 9 72 9 3
14 11 89 11 0
15 334 411 7 27
16 4 98 4 0
17 407 868 7 53
18 424 265 4 13
19 374 235 9 8
20 6 64 6 0
21 403 333 13 20
22 395 163 7 8
23 1 1 1 1
24 12 99 12 1
25 3 25 3 2
26 10 111 10 1
27 386 284 9 5
28 10 111 10 5
29 387 104 7 3
30 27 3 0 0
31 396 317 13 8
32 414 449 6 27
33 6 115 6 3
34 0 5 0 0
35 398 420 7 8
36 1 1 1 0
37 14 3 1 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 24 9 5 1
