# time  created  delivered  delivered/created
1000.0000 1 0 0.0000
1780.0000 1 1 1.0000
2000.0000 2 1 0.5000
2016.0000 2 2 1.0000
3000.0000 3 2 0.6667
3008.0000 3 3 1.0000
4000.0000 4 3 0.7500
4133.0000 4 4 1.0000
5000.0000 5 4 0.8000
5013.0000 5 5 1.0000
6000.0000 6 5 0.8333
7000.0000 7 5 0.7143
8000.0000 8 5 0.6250
8004.0000 8 6 0.7500
8495.0000 8 7 0.8750
8505.0000 8 8 1.0000
9000.0000 9 8 0.8889
9004.0000 9 9 1.0000
10000.0000 10 9 0.9000
11000.0000 11 9 0.8182
11822.0000 11 10 0.9091
12000.0000 12 10 0.8333
13000.0000 13 10 0.7692
14000.0000 14 10 0.7143
15000.0000 15 10 0.6667
15017.0000 15 11 0.7333
15519.0000 15 12 0.8000
16000.0000 16 12 0.7500
16148.0000 16 13 0.8125
16152.0000 16 14 0.8750
17000.0000 17 14 0.8235
17009.0000 17 15 0.8824
17543.0000 17 16 0.9412
18000.0000 18 16 0.8889
18873.0000 18 17 0.9444
18877.0000 18 18 1.0000
19000.0000 19 18 0.9474
20000.0000 20 18 0.9000
21000.0000 21 18 0.8571
22000.0000 22 18 0.8182
22493.0000 22 19 0.8636
22941.0000 22 20 0.9091
23000.0000 23 20 0.8696
24000.0000 24 20 0.8333
25000.0000 25 20 0.8000
26000.0000 26 20 0.7692
27000.0000 27 20 0.7407
28000.0000 28 20 0.7143
29000.0000 29 20 0.6897
30000.0000 30 20 0.6667
31000.0000 31 20 0.6452
32000.0000 32 20 0.6250
33000.0000 33 20 0.6061
34000.0000 34 20 0.5882
35000.0000 35 20 0.5714
36000.0000 36 20 0.5556
37000.0000 37 20 0.5405
38000.0000 38 20 0.5263
39000.0000 39 20 0.5128
40000.0000 40 20 0.5000
41000.0000 41 20 0.4878
42000.0000 42 20 0.4762
43000.0000 43 20 0.4651
44000.0000 44 20 0.4545
45000.0000 45 20 0.4444
46000.0000 46 20 0.4348
47000.0000 47 20 0.4255
48000.0000 48 20 0.4167
49000.0000 49 20 0.4082
50000.0000 50 20 0.4000
51000.0000 51 20 0.3922
52000.0000 52 20 0.3846
53000.0000 53 20 0.3774
54000.0000 54 20 0.3704
55000.0000 55 20 0.3636
56000.0000 56 20 0.3571
57000.0000 57 20 0.3509
58000.0000 58 20 0.3448
59000.0000 59 20 0.3390
60000.0000 60 20 0.3333
61000.0000 61 20 0.3279
62000.0000 62 20 0.3226
63000.0000 63 20 0.3175
64000.0000 64 20 0.3125
65000.0000 65 20 0.3077
66000.0000 66 20 0.3030
67000.0000 67 20 0.2985
68000.0000 68 20 0.2941
69000.0000 69 20 0.2899
70000.0000 70 20 0.2857
71000.0000 71 20 0.2817
72000.0000 72 20 0.2778
73000.0000 73 20 0.2740
74000.0000 74 20 0.2703
74430.0000 74 21 0.2838
75000.0000 75 21 0.2800
76000.0000 76 21 0.2763
77000.0000 77 21 0.2727
78000.0000 78 21 0.2692
79000.0000 79 21 0.2658
80000.0000 80 21 0.2625
80319.0000 80 22 0.2750
80327.0000 80 23 0.2875
80331.0000 80 24 0.3000
80335.0000 80 25 0.3125
81000.0000 81 25 0.3086
82000.0000 82 25 0.3049
83000.0000 83 25 0.3012
83564.0000 83 26 0.3133
84000.0000 84 26 0.3095
84074.0000 84 27 0.3214
84079.0000 84 28 0.3333
84227.0000 84 29 0.3452
85000.0000 85 29 0.3412
85276.0000 85 30 0.3529
86000.0000 86 30 0.3488
86517.0000 86 31 0.3605
86521.0000 86 32 0.3721
86593.0000 86 33 0.3837
86597.0000 86 34 0.3953
86818.0000 86 35 0.4070
86822.0000 86 36 0.4186
87000.0000 87 36 0.4138
87001.0000 87 37 0.4253
87005.0000 87 38 0.4368
87009.0000 87 39 0.4483
87014.0000 87 40 0.4598
87290.0000 87 41 0.4713
87294.0000 87 42 0.4828
87445.0000 87 43 0.4943
87449.0000 87 44 0.5057
87453.0000 87 45 0.5172
87457.0000 87 46 0.5287
87461.0000 87 47 0.5402
87465.0000 87 48 0.5517
87469.0000 87 49 0.5632
87473.0000 87 50 0.5747
87477.0000 87 51 0.5862
87645.0000 87 52 0.5977
88000.0000 88 52 0.5909
88000.0000 88 53 0.6023
88105.0000 88 54 0.6136
88157.0000 88 55 0.6250
88161.0000 88 56 0.6364
88327.0000 88 57 0.6477
88331.0000 88 58 0.6591
89000.0000 89 58 0.6517
90000.0000 90 58 0.6444
91000.0000 91 58 0.6374
92000.0000 92 58 0.6304
93000.0000 93 58 0.6237
94000.0000 94 58 0.6170
95000.0000 95 58 0.6105
95860.0000 95 59 0.6211
95864.0000 95 60 0.6316
95868.0000 95 61 0.6421
96000.0000 96 61 0.6354
96008.0000 96 62 0.6458
97000.0000 97 62 0.6392
97072.0000 97 63 0.6495
98000.0000 98 63 0.6429
99000.0000 99 63 0.6364
100000.0000 100 63 0.6300
101000.0000 101 63 0.6238
102000.0000 102 63 0.6176
102385.0000 102 64 0.6275
103000.0000 103 64 0.6214
103004.0000 103 65 0.6311
104000.0000 104 65 0.6250
105000.0000 105 65 0.6190
105817.0000 105 66 0.6286
105915.0000 105 67 0.6381
106000.0000 106 67 0.6321
107000.0000 107 67 0.6262
108000.0000 108 67 0.6204
109000.0000 109 67 0.6147
110000.0000 110 67 0.6091
111000.0000 111 67 0.6036
112000.0000 112 67 0.5982
112004.0000 112 68 0.6071
112642.0000 112 69 0.6161
113000.0000 113 69 0.6106
114000.0000 114 69 0.6053
115000.0000 115 69 0.6000
116000.0000 116 69 0.5948
117000.0000 117 69 0.5897
118000.0000 118 69 0.5847
119000.0000 119 69 0.5798
120000.0000 120 69 0.5750
121000.0000 121 69 0.5702
