Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 228 150 2 14
1 2 9 2 0
2 4 11 4 2
3 2 5 2 0
4 1 12 1 2
5 1 15 1 1
6 2 4 2 0
7 3 6 3 1
8 4 2 4 0
9 1 9 1 0
10 226 66 2 2
11 4 3 4 0
12 2 3 2 1
13 3 6 3 0
14 178 302 4 14
15 0 0 0 0
16 206 192 2 13
17 1 5 1 1
18 0 6 0 0
19 82 12 1 3
20 2 3 2 1
21 1 8 1 0
22 1 0 1 0
23 3 18 3 0
24 4 14 4 0
25 199 170 4 9
26 1 16 1 2
27 2 5 2 0
28 3 8 3 1
29 3 6 3 1
30 2 11 2 0
31 7 11 7 0
32 3 8 3 0
33 139 82 1 9
34 170 186 4 7
35 0 15 0 0
36 1 14 1 0
37 2 10 2 0
38 6 6 6 0
39 2 6 2 0
40 1 6 1 1
41 2 17 2 0
42 2 25 2 1
43 3 29 3 1
44 4 1 4 0
45 202 246 3 16
46 1 4 1 0
47 2 0 2 0
48 0 10 0 1
49 2 0 2 0
50 1 8 1 0
51 3 14 3 0
52 225 293 1 21
53 221 238 0 7
54 3 8 3 1
55 6 7 6 1
56 3 2 3 1
57 2 0 2 0
58 2 3 2 0
59 0 9 0 0
60 2 20 2 1
61 1 1 1 0
62 169 33 1 4
63 230 273 0 6
64 1 3 1 0
65 1 2 1 1
66 3 4 3 0
67 1 4 1 0
68 1 2 1 0
69 8 5 8 0
70 182 74 1 5
71 4 3 4 0
72 3 20 3 0
73 1 3 1 0
74 2 9 2 0
75 1 13 1 1
76 0 0 0 0
77 3 6 3 0
78 1 0 1 0
79 1 15 1 0
80 1 1 1 0
81 3 0 3 0
82 130 130 2 5
83 0 40 0 0
84 2 2 2 0
85 223 248 1 17
86 136 95 2 1
87 168 220 1 14
88 2 0 2 0
89 2 17 2 0
90 2 2 2 0
91 4 5 4 0
92 215 149 5 9
93 112 53 2 3
94 1 7 1 1
95 0 0 0 0
96 3 8 3 0
97 0 3 0 0
