# time  created  delivered  delivered/created
1000.0000 1 0 0.0000
1677.0000 1 1 1.0000
2000.0000 2 1 0.5000
2016.0000 2 2 1.0000
3000.0000 3 2 0.6667
3004.0000 3 3 1.0000
4000.0000 4 3 0.7500
4133.0000 4 4 1.0000
5000.0000 5 4 0.8000
5013.0000 5 5 1.0000
6000.0000 6 5 0.8333
7000.0000 7 5 0.7143
7198.0000 7 6 0.8571
8000.0000 8 6 0.7500
8004.0000 8 7 0.8750
8505.0000 8 8 1.0000
9000.0000 9 8 0.8889
9004.0000 9 9 1.0000
10000.0000 10 9 0.9000
11000.0000 11 9 0.8182
11749.0000 11 10 0.9091
12000.0000 12 10 0.8333
13000.0000 13 10 0.7692
14000.0000 14 10 0.7143
14551.0000 14 11 0.7857
15000.0000 15 11 0.7333
15017.0000 15 12 0.8000
15519.0000 15 13 0.8667
16000.0000 16 13 0.8125
16152.0000 16 14 0.8750
16156.0000 16 15 0.9375
17000.0000 17 15 0.8824
17009.0000 17 16 0.9412
17543.0000 17 17 1.0000
18000.0000 18 17 0.9444
18873.0000 18 18 1.0000
19000.0000 19 18 0.9474
20000.0000 20 18 0.9000
21000.0000 21 18 0.8571
22000.0000 22 18 0.8182
22493.0000 22 19 0.8636
22941.0000 22 20 0.9091
23000.0000 23 20 0.8696
24000.0000 24 20 0.8333
25000.0000 25 20 0.8000
26000.0000 26 20 0.7692
27000.0000 27 20 0.7407
28000.0000 28 20 0.7143
29000.0000 29 20 0.6897
30000.0000 30 20 0.6667
31000.0000 31 20 0.6452
32000.0000 32 20 0.6250
33000.0000 33 20 0.6061
34000.0000 34 20 0.5882
35000.0000 35 20 0.5714
36000.0000 36 20 0.5556
37000.0000 37 20 0.5405
38000.0000 38 20 0.5263
39000.0000 39 20 0.5128
40000.0000 40 20 0.5000
41000.0000 41 20 0.4878
42000.0000 42 20 0.4762
43000.0000 43 20 0.4651
44000.0000 44 20 0.4545
45000.0000 45 20 0.4444
46000.0000 46 20 0.4348
47000.0000 47 20 0.4255
48000.0000 48 20 0.4167
49000.0000 49 20 0.4082
50000.0000 50 20 0.4000
51000.0000 51 20 0.3922
52000.0000 52 20 0.3846
53000.0000 53 20 0.3774
54000.0000 54 20 0.3704
55000.0000 55 20 0.3636
56000.0000 56 20 0.3571
57000.0000 57 20 0.3509
58000.0000 58 20 0.3448
59000.0000 59 20 0.3390
60000.0000 60 20 0.3333
61000.0000 61 20 0.3279
62000.0000 62 20 0.3226
63000.0000 63 20 0.3175
64000.0000 64 20 0.3125
65000.0000 65 20 0.3077
66000.0000 66 20 0.3030
67000.0000 67 20 0.2985
68000.0000 68 20 0.2941
69000.0000 69 20 0.2899
70000.0000 70 20 0.2857
71000.0000 71 20 0.2817
72000.0000 72 20 0.2778
73000.0000 73 20 0.2740
74000.0000 74 20 0.2703
74430.0000 74 21 0.2838
75000.0000 75 21 0.2800
76000.0000 76 21 0.2763
77000.0000 77 21 0.2727
78000.0000 78 21 0.2692
79000.0000 79 21 0.2658
80000.0000 80 21 0.2625
80319.0000 80 22 0.2750
80327.0000 80 23 0.2875
80331.0000 80 24 0.3000
80335.0000 80 25 0.3125
81000.0000 81 25 0.3086
82000.0000 82 25 0.3049
83000.0000 83 25 0.3012
84000.0000 84 25 0.2976
84090.0000 84 26 0.3095
84102.0000 84 27 0.3214
84111.0000 84 28 0.3333
84195.0000 84 29 0.3452
85000.0000 85 29 0.3412
86000.0000 86 29 0.3372
86368.0000 86 30 0.3488
86372.0000 86 31 0.3605
86376.0000 86 32 0.3721
86380.0000 86 33 0.3837
86384.0000 86 34 0.3953
86388.0000 86 35 0.4070
86392.0000 86 36 0.4186
86646.0000 86 37 0.4302
86650.0000 86 38 0.4419
86814.0000 86 39 0.4535
86822.0000 86 40 0.4651
86839.0000 86 41 0.4767
87000.0000 87 41 0.4713
87009.0000 87 42 0.4828
87165.0000 87 43 0.4943
87326.0000 87 44 0.5057
87408.0000 87 45 0.5172
87412.0000 87 46 0.5287
87416.0000 87 47 0.5402
87420.0000 87 48 0.5517
87424.0000 87 49 0.5632
87428.0000 87 50 0.5747
87432.0000 87 51 0.5862
87436.0000 87 52 0.5977
87621.0000 87 53 0.6092
87625.0000 87 54 0.6207
87629.0000 87 55 0.6322
87649.0000 87 56 0.6437
87653.0000 87 57 0.6552
87657.0000 87 58 0.6667
88000.0000 88 58 0.6591
89000.0000 89 58 0.6517
90000.0000 90 58 0.6444
90736.0000 90 59 0.6556
91000.0000 91 59 0.6484
92000.0000 92 59 0.6413
93000.0000 93 59 0.6344
94000.0000 94 59 0.6277
95000.0000 95 59 0.6211
95856.0000 95 60 0.6316
95860.0000 95 61 0.6421
96000.0000 96 61 0.6354
96004.0000 96 62 0.6458
97000.0000 97 62 0.6392
97018.0000 97 63 0.6495
98000.0000 98 63 0.6429
99000.0000 99 63 0.6364
100000.0000 100 63 0.6300
101000.0000 101 63 0.6238
101761.0000 101 64 0.6337
102000.0000 102 64 0.6275
103000.0000 103 64 0.6214
103004.0000 103 65 0.6311
103726.0000 103 66 0.6408
104000.0000 104 66 0.6346
105000.0000 105 66 0.6286
105817.0000 105 67 0.6381
105915.0000 105 68 0.6476
106000.0000 106 68 0.6415
107000.0000 107 68 0.6355
108000.0000 108 68 0.6296
109000.0000 109 68 0.6239
110000.0000 110 68 0.6182
111000.0000 111 68 0.6126
112000.0000 112 68 0.6071
112004.0000 112 69 0.6161
113000.0000 113 69 0.6106
114000.0000 114 69 0.6053
115000.0000 115 69 0.6000
116000.0000 116 69 0.5948
117000.0000 117 69 0.5897
118000.0000 118 69 0.5847
119000.0000 119 69 0.5798
120000.0000 120 69 0.5750
121000.0000 121 69 0.5702
122000.0000 122 69 0.5656
123000.0000 123 69 0.5610
124000.0000 124 69 0.5565
125000.0000 125 69 0.5520
126000.0000 126 69 0.5476
127000.0000 127 69 0.5433
128000.0000 128 69 0.5391
129000.0000 129 69 0.5349
130000.0000 130 69 0.5308
131000.0000 131 69 0.5267
132000.0000 132 69 0.5227
133000.0000 133 69 0.5188
134000.0000 134 69 0.5149
135000.0000 135 69 0.5111
136000.0000 136 69 0.5074
137000.0000 137 69 0.5036
138000.0000 138 69 0.5000
139000.0000 139 69 0.4964
140000.0000 140 69 0.4929
141000.0000 141 69 0.4894
142000.0000 142 69 0.4859
143000.0000 143 69 0.4825
144000.0000 144 69 0.4792
145000.0000 145 69 0.4759
146000.0000 146 69 0.4726
147000.0000 147 69 0.4694
148000.0000 148 69 0.4662
149000.0000 149 69 0.4631
150000.0000 150 69 0.4600
151000.0000 151 69 0.4570
152000.0000 152 69 0.4539
153000.0000 153 69 0.4510
154000.0000 154 69 0.4481
155000.0000 155 69 0.4452
156000.0000 156 69 0.4423
157000.0000 157 69 0.4395
158000.0000 158 69 0.4367
159000.0000 159 69 0.4340
160000.0000 160 69 0.4313
161000.0000 161 69 0.4286
162000.0000 162 69 0.4259
163000.0000 163 69 0.4233
164000.0000 164 69 0.4207
165000.0000 165 69 0.4182
166000.0000 166 69 0.4157
167000.0000 167 69 0.4132
168000.0000 168 69 0.4107
169000.0000 169 69 0.4083
170000.0000 170 69 0.4059
171000.0000 171 69 0.4035
172000.0000 172 69 0.4012
173000.0000 173 69 0.3988
174000.0000 174 69 0.3966
175000.0000 175 69 0.3943
176000.0000 176 69 0.3920
177000.0000 177 69 0.3898
178000.0000 178 69 0.3876
179000.0000 179 69 0.3855
180000.0000 180 69 0.3833
180127.0000 180 70 0.3889
181000.0000 181 70 0.3867
182000.0000 182 70 0.3846
183000.0000 183 70 0.3825
184000.0000 184 70 0.3804
185000.0000 185 70 0.3784
186000.0000 186 70 0.3763
187000.0000 187 70 0.3743
187976.0000 187 71 0.3797
187980.0000 187 72 0.3850
188000.0000 188 72 0.3830
188012.0000 188 73 0.3883
188021.0000 188 74 0.3936
188941.0000 188 75 0.3989
189000.0000 189 75 0.3968
190000.0000 190 75 0.3947
191000.0000 191 75 0.3927
192000.0000 192 75 0.3906
193000.0000 193 75 0.3886
194000.0000 194 75 0.3866
195000.0000 195 75 0.3846
196000.0000 196 75 0.3827
197000.0000 197 75 0.3807
197542.0000 197 76 0.3858
197546.0000 197 77 0.3909
197690.0000 197 78 0.3959
198000.0000 198 78 0.3939
198004.0000 198 79 0.3990
199000.0000 199 79 0.3970
200000.0000 200 79 0.3950
201000.0000 201 79 0.3930
202000.0000 202 79 0.3911
203000.0000 203 79 0.3892
204000.0000 204 79 0.3873
204234.0000 204 80 0.3922
205000.0000 205 80 0.3902
206000.0000 206 80 0.3883
206013.0000 206 81 0.3932
207000.0000 207 81 0.3913
208000.0000 208 81 0.3894
209000.0000 209 81 0.3876
210000.0000 210 81 0.3857
211000.0000 211 81 0.3839
212000.0000 212 81 0.3821
213000.0000 213 81 0.3803
214000.0000 214 81 0.3785
215000.0000 215 81 0.3767
216000.0000 216 81 0.3750
217000.0000 217 81 0.3733
218000.0000 218 81 0.3716
219000.0000 219 81 0.3699
220000.0000 220 81 0.3682
221000.0000 221 81 0.3665
222000.0000 222 81 0.3649
223000.0000 223 81 0.3632
224000.0000 224 81 0.3616
225000.0000 225 81 0.3600
226000.0000 226 81 0.3584
227000.0000 227 81 0.3568
228000.0000 228 81 0.3553
229000.0000 229 81 0.3537
230000.0000 230 81 0.3522
231000.0000 231 81 0.3506
232000.0000 232 81 0.3491
233000.0000 233 81 0.3476
234000.0000 234 81 0.3462
235000.0000 235 81 0.3447
236000.0000 236 81 0.3432
237000.0000 237 81 0.3418
238000.0000 238 81 0.3403
239000.0000 239 81 0.3389
240000.0000 240 81 0.3375
241000.0000 241 81 0.3361
242000.0000 242 81 0.3347
243000.0000 243 81 0.3333
244000.0000 244 81 0.3320
245000.0000 245 81 0.3306
246000.0000 246 81 0.3293
247000.0000 247 81 0.3279
248000.0000 248 81 0.3266
248467.0000 248 82 0.3306
248471.0000 248 83 0.3347
248475.0000 248 84 0.3387
248479.0000 248 85 0.3427
248483.0000 248 86 0.3468
248487.0000 248 87 0.3508
248491.0000 248 88 0.3548
248495.0000 248 89 0.3589
248499.0000 248 90 0.3629
248503.0000 248 91 0.3669
248507.0000 248 92 0.3710
248511.0000 248 93 0.3750
248515.0000 248 94 0.3790
248519.0000 248 95 0.3831
248523.0000 248 96 0.3871
249000.0000 249 96 0.3855
249053.0000 249 97 0.3896
250000.0000 250 97 0.3880
251000.0000 251 97 0.3865
252000.0000 252 97 0.3849
252626.0000 252 98 0.3889
252759.0000 252 99 0.3929
252763.0000 252 100 0.3968
252767.0000 252 101 0.4008
252771.0000 252 102 0.4048
253000.0000 253 102 0.4032
254000.0000 254 102 0.4016
255000.0000 255 102 0.4000
256000.0000 256 102 0.3984
257000.0000 257 102 0.3969
258000.0000 258 102 0.3953
258785.0000 258 103 0.3992
259000.0000 259 103 0.3977
259011.0000 259 104 0.4015
260000.0000 260 104 0.4000
261000.0000 261 104 0.3985
262000.0000 262 104 0.3969
262027.0000 262 105 0.4008
262523.0000 262 106 0.4046
262547.0000 262 107 0.4084
262555.0000 262 108 0.4122
262559.0000 262 109 0.4160
262563.0000 262 110 0.4198
262567.0000 262 111 0.4237
262571.0000 262 112 0.4275
262575.0000 262 113 0.4313
262579.0000 262 114 0.4351
262583.0000 262 115 0.4389
262646.0000 262 116 0.4427
262885.0000 262 117 0.4466
262889.0000 262 118 0.4504
263000.0000 263 118 0.4487
264000.0000 264 118 0.4470
265000.0000 265 118 0.4453
266000.0000 266 118 0.4436
267000.0000 267 118 0.4419
268000.0000 268 118 0.4403
268452.0000 268 119 0.4440
269000.0000 269 119 0.4424
269009.0000 269 120 0.4461
269263.0000 269 121 0.4498
269267.0000 269 122 0.4535
269271.0000 269 123 0.4572
269275.0000 269 124 0.4610
270000.0000 270 124 0.4593
271000.0000 271 124 0.4576
272000.0000 272 124 0.4559
272483.0000 272 125 0.4596
273000.0000 273 125 0.4579
274000.0000 274 125 0.4562
275000.0000 275 125 0.4545
276000.0000 276 125 0.4529
277000.0000 277 125 0.4513
278000.0000 278 125 0.4496
279000.0000 279 125 0.4480
280000.0000 280 125 0.4464
281000.0000 281 125 0.4448
282000.0000 282 125 0.4433
283000.0000 283 125 0.4417
284000.0000 284 125 0.4401
285000.0000 285 125 0.4386
286000.0000 286 125 0.4371
287000.0000 287 125 0.4355
288000.0000 288 125 0.4340
289000.0000 289 125 0.4325
290000.0000 290 125 0.4310
291000.0000 291 125 0.4296
292000.0000 292 125 0.4281
293000.0000 293 125 0.4266
294000.0000 294 125 0.4252
295000.0000 295 125 0.4237
296000.0000 296 125 0.4223
297000.0000 297 125 0.4209
298000.0000 298 125 0.4195
299000.0000 299 125 0.4181
300000.0000 300 125 0.4167
301000.0000 301 125 0.4153
302000.0000 302 125 0.4139
303000.0000 303 125 0.4125
304000.0000 304 125 0.4112
305000.0000 305 125 0.4098
306000.0000 306 125 0.4085
307000.0000 307 125 0.4072
308000.0000 308 125 0.4058
309000.0000 309 125 0.4045
310000.0000 310 125 0.4032
311000.0000 311 125 0.4019
312000.0000 312 125 0.4006
313000.0000 313 125 0.3994
314000.0000 314 125 0.3981
315000.0000 315 125 0.3968
316000.0000 316 125 0.3956
317000.0000 317 125 0.3943
318000.0000 318 125 0.3931
319000.0000 319 125 0.3918
320000.0000 320 125 0.3906
321000.0000 321 125 0.3894
322000.0000 322 125 0.3882
323000.0000 323 125 0.3870
324000.0000 324 125 0.3858
325000.0000 325 125 0.3846
326000.0000 326 125 0.3834
327000.0000 327 125 0.3823
328000.0000 328 125 0.3811
329000.0000 329 125 0.3799
330000.0000 330 125 0.3788
331000.0000 331 125 0.3776
332000.0000 332 125 0.3765
333000.0000 333 125 0.3754
334000.0000 334 125 0.3743
335000.0000 335 125 0.3731
336000.0000 336 125 0.3720
337000.0000 337 125 0.3709
337183.0000 337 126 0.3739
337199.0000 337 127 0.3769
337425.0000 337 128 0.3798
337429.0000 337 129 0.3828
337433.0000 337 130 0.3858
337437.0000 337 131 0.3887
337441.0000 337 132 0.3917
337445.0000 337 133 0.3947
338000.0000 338 133 0.3935
338901.0000 338 134 0.3964
338905.0000 338 135 0.3994
339000.0000 339 135 0.3982
339003.0000 339 136 0.4012
339007.0000 339 137 0.4041
339011.0000 339 138 0.4071
339015.0000 339 139 0.4100
339019.0000 339 140 0.4130
339023.0000 339 141 0.4159
339835.0000 339 142 0.4189
339839.0000 339 143 0.4218
339843.0000 339 144 0.4248
339847.0000 339 145 0.4277
339851.0000 339 146 0.4307
339855.0000 339 147 0.4336
339859.0000 339 148 0.4366
339863.0000 339 149 0.4395
339867.0000 339 150 0.4425
339871.0000 339 151 0.4454
339875.0000 339 152 0.4484
340000.0000 340 152 0.4471
340610.0000 340 153 0.4500
340851.0000 340 154 0.4529
340855.0000 340 155 0.4559
340859.0000 340 156 0.4588
340863.0000 340 157 0.4618
340867.0000 340 158 0.4647
340871.0000 340 159 0.4676
340875.0000 340 160 0.4706
341000.0000 341 160 0.4692
341134.0000 341 161 0.4721
341279.0000 341 162 0.4751
341283.0000 341 163 0.4780
341287.0000 341 164 0.4809
341291.0000 341 165 0.4839
341295.0000 341 166 0.4868
341299.0000 341 167 0.4897
341303.0000 341 168 0.4927
341307.0000 341 169 0.4956
341311.0000 341 170 0.4985
341315.0000 341 171 0.5015
341319.0000 341 172 0.5044
341323.0000 341 173 0.5073
341327.0000 341 174 0.5103
341331.0000 341 175 0.5132
341335.0000 341 176 0.5161
341339.0000 341 177 0.5191
341343.0000 341 178 0.5220
341347.0000 341 179 0.5249
341351.0000 341 180 0.5279
341355.0000 341 181 0.5308
341359.0000 341 182 0.5337
341363.0000 341 183 0.5367
341367.0000 341 184 0.5396
342000.0000 342 184 0.5380
342983.0000 342 185 0.5409
342987.0000 342 186 0.5439
343000.0000 343 186 0.5423
344000.0000 344 186 0.5407
344136.0000 344 187 0.5436
344140.0000 344 188 0.5465
344144.0000 344 189 0.5494
344148.0000 344 190 0.5523
344152.0000 344 191 0.5552
