Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 242 394 2 9
1 240 155 2 5
2 240 271 4 9
3 2 7 2 0
4 240 273 1 3
5 3 18 3 1
6 232 48 2 1
7 3 2 3 0
8 4 1 4 0
9 237 155 1 8
10 2 7 2 0
11 4 6 4 0
12 238 506 3 8
13 3 7 3 0
14 182 341 4 7
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 5 0 0
19 1 3 1 0
20 3 2 3 0
21 240 138 1 5
22 1 0 1 0
23 3 9 3 0
24 4 7 4 0
25 4 10 4 1
26 184 307 1 10
27 2 4 2 0
28 3 5 3 0
29 244 175 4 5
30 241 93 2 1
31 239 75 7 1
32 3 5 3 0
33 1 1 1 0
34 243 96 4 3
35 241 124 0 5
36 1 7 1 0
37 244 405 2 6
38 197 148 6 4
39 244 295 2 4
40 245 242 1 5
41 2 4 2 0
42 239 175 2 6
43 3 21 3 1
44 4 1 4 0
45 236 251 3 6
46 1 2 1 0
47 2 0 2 0
48 0 5 0 1
49 2 0 2 0
50 1 5 1 0
51 3 20 3 0
52 2 18 2 0
53 0 10 0 0
54 237 176 3 3
55 243 245 6 3
56 3 3 3 1
57 242 274 2 6
58 218 54 2 0
59 0 9 0 0
60 234 833 2 18
61 1 5 1 0
62 3 0 3 0
63 1 0 1 0
64 1 4 1 0
65 199 146 1 4
66 3 8 3 0
67 189 97 1 1
68 1 1 1 0
69 239 93 8 3
70 185 143 1 7
71 5 3 5 0
72 3 12 3 0
73 244 182 2 7
74 190 100 2 1
75 1 12 1 2
76 0 0 0 0
77 3 5 3 0
78 222 101 1 6
79 241 284 1 5
80 245 202 1 7
81 3 0 3 0
82 236 107 3 3
83 0 50 0 0
84 240 445 2 14
85 1 4 1 1
86 141 125 2 3
87 1 3 1 0
88 2 0 2 0
89 2 9 2 0
90 2 1 2 0
91 4 9 4 0
92 5 1 5 0
93 121 54 2 0
94 134 334 1 5
95 0 0 0 0
96 3 9 3 0
97 0 1 0 0
