Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 329 92 4 3
1 333 274 8 7
2 11 62 11 1
3 7 22 7 0
4 10 39 10 2
5 442 857 11 34
6 7 48 7 0
7 396 36 7 0
8 336 73 4 2
9 335 175 6 7
10 7 28 7 1
11 445 121 8 13
12 477 404 13 8
13 493 922 12 36
14 14 22 14 0
15 437 1206 7 46
16 6 30 6 0
17 484 1415 7 50
18 494 414 5 9
19 9 29 9 0
20 7 20 7 0
21 13 37 13 2
22 10 15 10 0
23 190 13 3 1
24 491 308 12 10
25 193 207 4 4
26 486 428 11 12
27 488 352 11 16
28 447 353 11 28
29 491 205 8 10
30 149 1 3 0
31 488 437 15 9
32 484 405 8 15
33 5 80 5 3
34 9 9 0 0
35 9 37 9 2
36 7 7 7 0
37 9 21 9 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 98 5 10 0
45 0 0 0 0
46 0 0 0 0
47 67 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 7 11 7 0
