Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 329 156 4 6
1 7 14 7 0
2 455 655 10 33
3 335 254 7 13
4 427 202 10 8
5 11 37 11 3
6 6 62 6 0
7 7 24 7 1
8 4 13 4 1
9 6 10 6 2
10 397 265 6 14
11 6 54 6 1
12 12 44 12 2
13 12 46 12 2
14 13 37 13 0
15 8 56 8 5
16 4 47 4 2
17 451 1282 6 64
18 482 304 5 10
19 9 35 9 0
20 6 29 6 0
21 479 460 13 20
22 461 314 8 22
23 17 1 1 1
24 479 470 12 17
25 4 28 4 2
26 474 277 10 22
27 9 61 9 1
28 10 76 10 2
29 479 171 8 7
30 1 14 1 0
31 14 64 14 2
32 6 60 6 0
33 7 65 7 3
34 13 12 0 0
35 476 290 9 17
36 18 1 0 0
37 56 1 7 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 6 5 6 0
