Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 360 152 4 5
1 359 208 8 7
2 537 735 12 9
3 366 366 7 6
4 487 131 10 4
5 490 1468 11 37
6 503 277 6 9
7 506 73 9 3
8 369 39 4 1
9 359 156 7 3
10 496 116 7 4
11 505 320 11 11
12 544 826 13 10
13 545 1602 15 37
14 490 300 16 7
15 486 1876 8 34
16 534 111 6 2
17 536 2350 9 53
18 5 32 5 1
19 10 26 10 0
20 550 365 8 5
21 543 284 13 10
22 546 388 12 5
23 40 6 6 1
24 543 266 13 5
25 5 22 5 0
26 538 184 11 2
27 541 175 13 3
28 493 478 11 16
29 543 101 8 3
30 485 48 5 0
31 540 271 15 4
32 535 507 8 29
33 544 2758 8 64
34 52 23 2 0
35 540 272 9 6
36 236 14 11 1
37 483 39 11 0
38 0 7 0 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 365 5 10 0
45 0 0 0 0
46 0 0 0 0
47 244 5 6 0
48 6 0 0 0
49 7 0 7 0
50 10 4 10 0
51 514 13 9 0
