Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 20 2 1
1 2 14 2 0
2 4 34 4 2
3 2 21 2 0
4 1 37 1 2
5 2 37 2 1
6 2 4 2 0
7 173 45 3 3
8 210 55 4 0
9 1 24 1 0
10 2 12 2 0
11 4 10 4 0
12 3 5 3 1
13 3 23 3 0
14 169 264 4 14
15 0 0 0 0
16 2 0 2 0
17 19 11 2 1
18 0 7 0 0
19 17 12 1 0
20 2 5 2 1
21 228 115 1 3
22 1 0 1 0
23 224 190 3 6
24 222 259 4 5
25 4 20 4 1
26 171 187 1 6
27 2 11 2 0
28 2 14 2 0
29 3 7 3 0
30 211 124 2 4
31 228 174 7 2
32 216 100 3 2
33 142 102 1 2
34 207 133 4 4
35 0 31 0 0
36 139 98 1 1
37 207 268 2 10
38 188 177 6 5
39 2 17 2 0
40 227 165 1 6
41 2 26 2 0
42 2 27 2 0
43 221 273 3 10
44 231 183 4 1
45 209 211 3 7
46 1 5 1 0
47 2 0 2 0
48 0 20 0 0
49 2 0 2 0
50 1 45 1 0
51 212 359 3 9
52 2 42 2 0
53 0 46 0 0
54 3 12 3 0
55 5 11 5 1
56 3 3 3 1
57 2 0 2 0
58 187 91 2 3
59 0 34 0 1
60 2 26 2 1
61 147 92 1 4
62 2 0 2 0
63 215 221 1 7
64 1 12 1 0
65 1 7 1 1
66 3 10 3 0
67 1 13 1 0
68 1 7 1 0
69 8 17 8 0
70 1 10 1 1
71 162 128 5 6
72 3 39 3 0
73 229 302 2 7
74 179 172 2 2
75 189 259 1 7
76 0 0 0 0
77 3 37 3 0
78 1 0 1 0
79 1 35 1 0
80 194 133 1 8
81 3 0 3 0
82 163 54 3 3
83 0 65 0 0
84 2 3 2 0
85 200 177 1 6
86 138 121 2 2
87 165 252 1 4
88 228 247 2 15
89 211 240 2 9
90 2 8 2 0
91 122 43 4 0
92 5 6 5 0
93 92 39 2 1
94 119 143 1 7
95 84 44 0 1
96 3 13 3 1
97 0 14 0 1
