Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 31 4 1
1 310 266 7 5
2 430 402 10 12
3 328 179 7 5
4 408 367 10 4
5 390 670 10 34
6 5 109 5 0
7 7 33 7 0
8 293 49 4 2
9 310 85 7 1
10 321 140 7 5
11 379 75 5 4
12 12 72 12 0
13 451 356 10 29
14 399 372 12 9
15 370 508 7 13
16 5 58 5 1
17 442 676 7 41
18 5 60 5 1
19 9 75 9 0
20 448 348 7 9
21 440 437 13 12
22 9 47 9 0
23 18 2 1 1
24 441 255 12 8
25 3 25 3 2
26 435 198 10 3
27 439 228 9 8
28 365 157 10 7
29 8 41 8 1
30 26 3 1 0
31 438 352 14 7
32 442 492 7 17
33 441 1613 6 48
34 14 12 0 0
35 8 91 8 2
36 2 1 1 0
37 12 6 5 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 9 5 9 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 25 6 4 1
