Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 10 2 1
1 2 7 2 0
2 238 481 4 9
3 2 7 2 0
4 240 235 1 3
5 3 19 3 1
6 2 3 2 0
7 3 9 3 0
8 4 2 4 0
9 1 12 1 0
10 2 6 2 0
11 225 108 4 3
12 4 4 4 1
13 3 5 3 0
14 4 6 4 0
15 0 0 0 0
16 241 279 2 9
17 1 4 1 1
18 0 3 0 0
19 2 3 2 0
20 3 3 3 1
21 1 4 1 0
22 134 51 1 2
23 237 110 3 7
24 237 203 4 7
25 4 7 4 1
26 1 10 1 0
27 2 5 2 0
28 3 4 3 0
29 4 9 4 1
30 239 199 2 4
31 238 64 7 4
32 242 126 3 5
33 1 2 1 0
34 4 7 4 0
35 0 13 0 1
36 140 83 1 4
37 2 8 2 0
38 6 6 6 1
39 2 5 2 0
40 1 4 1 1
41 242 188 2 4
42 243 353 2 12
43 3 15 3 1
44 5 1 5 0
45 3 15 3 0
46 1 5 1 0
47 246 377 2 16
48 0 7 0 1
49 2 0 2 0
50 242 261 1 7
51 3 23 3 0
52 236 215 2 10
53 0 13 0 0
54 237 105 3 6
55 6 4 6 0
56 227 91 3 8
57 240 327 1 16
58 2 2 2 0
59 0 9 0 0
60 2 12 2 0
61 1 5 1 0
62 3 0 3 0
63 2 1 2 0
64 238 75 1 6
65 192 142 1 1
66 3 4 3 0
67 188 79 1 3
68 1 1 1 0
69 8 3 8 0
70 1 10 1 1
71 234 112 5 6
72 3 10 3 0
73 2 2 2 0
74 2 5 2 0
75 1 12 1 1
76 0 0 0 0
77 244 220 3 3
78 1 0 1 0
79 241 284 1 4
80 1 1 1 0
81 244 216 3 7
82 4 7 4 0
83 205 834 0 20
84 2 4 2 0
85 244 273 1 9
86 2 3 2 0
87 1 3 1 0
88 2 0 2 0
89 234 267 2 8
90 2 1 2 0
91 4 9 4 0
92 5 3 5 0
93 118 109 2 2
94 1 2 1 0
95 0 0 0 0
96 3 8 3 0
97 0 3 0 0
