Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 19 4 0
1 7 10 7 0
2 10 41 10 1
3 341 265 7 6
4 10 38 10 2
5 472 1038 11 53
6 457 288 6 12
7 9 19 9 0
8 338 89 4 2
9 339 89 7 1
10 7 24 7 1
11 11 46 11 0
12 515 1038 12 25
13 518 1135 14 47
14 471 377 16 5
15 459 1127 8 71
16 5 43 5 0
17 8 113 8 4
18 525 242 5 8
19 9 27 9 1
20 523 236 8 14
21 13 33 13 2
22 11 25 11 1
23 1 1 1 1
24 13 20 13 0
25 2 9 2 1
26 11 43 11 4
27 514 193 11 10
28 11 47 11 2
29 516 191 8 8
30 455 35 4 2
31 15 26 15 1
32 515 879 8 42
33 7 73 7 4
34 8 3 0 0
35 513 263 9 15
36 35 2 0 2
37 6 21 6 0
38 0 0 0 0
39 7 0 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 10 5 10 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 10 4 10 0
51 479 9 8 1
