Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 14 4 1
1 321 223 8 16
2 12 47 12 0
3 7 14 7 0
4 444 214 9 17
5 11 50 11 1
6 428 315 6 22
7 4 18 4 2
8 326 52 4 6
9 7 10 7 2
10 6 20 6 1
11 9 32 9 0
12 14 65 14 2
13 489 1505 12 67
14 14 29 14 0
15 7 32 7 2
16 478 198 4 10
17 8 98 8 6
18 4 31 4 0
19 9 31 9 1
20 7 16 7 0
21 13 35 13 2
22 11 25 11 0
23 5 10 5 1
24 13 32 13 1
25 3 8 3 1
26 11 33 11 2
27 10 35 10 1
28 435 189 11 24
29 492 175 8 10
30 86 4 2 2
31 15 21 15 0
32 8 61 8 2
33 492 1086 6 102
34 0 1 0 0
35 488 251 8 21
36 2 7 2 0
37 9 28 9 0
38 0 0 0 0
39 8 6 0 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 307 5 10 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 2 0 0 0
49 7 0 7 0
50 0 0 0 0
51 7 10 7 0
