Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 3 20 3 2
1 5 15 5 2
2 9 23 9 6
3 7 10 7 1
4 8 30 8 5
5 10 40 10 5
6 3 6 3 6
7 2 3 2 3
8 196 44 4 7
9 5 13 5 3
10 5 9 5 4
11 4 6 4 6
12 278 86 11 38
13 7 23 7 3
14 254 82 11 27
15 6 22 6 7
16 5 54 5 5
17 5 52 5 7
18 2 32 2 1
19 8 36 8 5
20 7 11 7 4
21 10 13 10 3
22 8 31 8 3
23 1 1 1 1
24 12 16 12 4
25 1 14 1 2
26 6 23 6 7
27 7 16 7 7
28 11 32 11 11
29 4 29 4 4
30 0 19 0 0
31 11 13 11 5
32 5 43 5 9
33 5 22 5 4
34 0 1 0 0
35 7 29 7 6
36 0 1 0 1
37 1 2 1 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 0 0 0
