Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 12 2 1
1 2 7 2 0
2 4 20 4 1
3 244 376 2 7
4 240 186 1 3
5 3 13 3 0
6 229 40 2 0
7 238 56 3 0
8 241 66 4 2
9 238 395 1 6
10 2 6 2 0
11 229 247 4 3
12 4 7 4 1
13 3 4 3 0
14 4 7 4 0
15 246 673 0 20
16 242 443 2 4
17 200 111 2 2
18 0 6 0 0
19 201 125 2 2
20 3 2 3 1
21 240 155 1 1
22 1 0 1 0
23 238 119 3 2
24 237 357 4 3
25 4 8 4 1
26 1 14 1 0
27 2 4 2 0
28 3 3 3 0
29 4 7 4 1
30 2 8 2 0
31 239 132 7 2
32 242 113 3 1
33 147 89 1 2
34 4 4 4 0
35 0 12 0 0
36 144 80 1 3
37 240 190 2 10
38 7 8 7 0
39 2 4 2 0
40 1 4 1 1
41 242 165 2 6
42 243 298 2 12
43 3 25 3 1
44 245 56 5 0
45 235 290 3 6
46 1 2 1 0
47 246 416 2 7
48 0 5 0 1
49 246 77 2 1
50 242 322 1 7
51 3 22 3 0
52 236 224 2 6
53 0 9 0 0
54 3 2 3 0
55 6 5 6 0
56 3 2 3 1
57 240 299 1 9
58 204 87 2 1
59 0 13 0 0
60 228 702 2 10
61 183 105 1 2
62 3 0 3 0
63 2 1 2 0
64 1 3 1 0
65 195 136 1 0
66 3 2 3 0
67 1 3 1 0
68 1 1 1 0
69 8 3 8 0
70 195 147 1 5
71 5 2 5 0
72 227 238 3 6
73 2 4 2 0
74 2 3 2 0
75 236 216 1 4
76 242 175 0 4
77 3 3 3 0
78 188 156 1 2
79 241 215 1 3
80 1 1 1 0
81 3 0 3 0
82 237 181 4 2
83 203 731 0 16
84 243 367 2 10
85 1 3 1 1
86 143 99 2 1
87 179 169 1 6
88 246 209 2 3
89 2 8 2 0
90 239 127 2 2
91 131 53 4 0
92 242 150 5 4
93 123 53 2 1
94 1 2 1 0
95 0 0 0 0
96 3 10 3 0
97 70 54 0 1
