Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 14 4 2
1 5 7 5 0
2 9 58 9 3
3 7 12 7 1
4 10 37 10 2
5 9 34 9 5
6 4 38 4 6
7 165 47 2 4
8 3 9 3 2
9 6 12 6 2
10 5 16 5 3
11 6 20 6 3
12 12 31 12 3
13 329 316 5 62
14 11 16 11 2
15 5 24 5 6
16 4 36 4 4
17 5 50 5 6
18 4 26 4 0
19 8 34 8 3
20 7 23 7 3
21 13 38 13 3
22 9 22 9 2
23 1 1 1 1
24 455 327 12 61
25 1 8 1 1
26 10 28 10 7
27 9 42 9 6
28 11 52 11 8
29 456 164 7 21
30 1 10 1 1
31 15 38 15 3
32 8 70 8 4
33 5 43 5 4
34 0 3 0 1
35 9 48 9 4
36 0 2 0 2
37 162 29 5 3
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 7 5 7 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 0 0 0
