Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 29 4 0
1 7 21 7 0
2 10 76 10 1
3 326 249 7 11
4 10 42 10 3
5 429 938 10 55
6 429 610 6 31
7 9 31 9 0
8 4 18 4 0
9 324 113 7 4
10 7 25 7 3
11 7 55 7 1
12 12 59 12 0
13 12 52 12 1
14 428 386 13 12
15 7 81 7 5
16 464 149 5 8
17 8 118 8 5
18 5 27 5 1
19 9 27 9 1
20 480 402 6 22
21 13 48 13 3
22 476 307 10 17
23 29 4 1 1
24 473 451 12 9
25 2 23 2 2
26 468 607 10 21
27 10 42 10 1
28 11 57 11 4
29 8 41 8 3
30 96 6 4 2
31 470 163 15 13
32 467 769 6 51
33 5 77 5 4
34 0 3 0 0
35 470 406 9 18
36 30 2 0 2
37 290 20 5 1
38 0 7 0 0
39 12 0 7 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 215 5 6 0
48 2 0 0 0
49 0 0 0 0
50 14 0 10 0
51 7 11 7 0
