Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 35 4 0
1 339 366 7 12
2 12 79 12 1
3 346 518 7 10
4 450 223 10 4
5 12 97 12 2
6 454 530 7 21
7 249 81 8 1
8 349 139 4 3
9 339 156 6 4
10 459 218 7 11
11 464 255 10 14
12 500 1036 13 17
13 13 80 13 2
14 452 346 13 7
15 8 82 8 5
16 495 120 7 3
17 497 2293 8 60
18 507 529 4 10
19 505 447 10 13
20 511 576 7 19
21 504 505 13 15
22 507 671 10 14
23 200 35 6 4
24 504 345 13 12
25 199 208 3 4
26 499 548 10 16
27 10 45 10 1
28 11 71 11 2
29 504 232 7 8
30 448 50 4 0
31 15 60 15 1
32 498 558 7 31
33 7 96 7 3
34 13 16 0 0
35 502 545 9 12
36 129 14 11 2
37 345 35 7 2
38 7 0 3 0
39 12 0 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 2 0 0 0
49 7 0 0 0
50 14 0 9 0
51 474 143 9 2
