Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 342 2 3
1 233 185 2 5
2 239 420 4 6
3 2 6 2 0
4 241 406 1 3
5 230 332 3 4
6 233 67 2 0
7 240 54 3 2
8 4 1 4 0
9 235 205 1 4
10 239 69 2 2
11 226 130 4 2
12 3 4 3 1
13 3 8 3 0
14 181 338 4 7
15 247 1089 0 23
16 2 0 2 0
17 197 74 2 1
18 0 5 0 0
19 1 4 1 0
20 240 36 3 2
21 240 99 1 1
22 135 132 1 2
23 3 16 3 0
24 4 10 4 0
25 243 167 4 2
26 185 472 1 14
27 184 89 2 2
28 3 4 3 0
29 245 180 4 4
30 240 121 2 0
31 7 7 7 0
32 243 153 3 2
33 1 3 1 0
34 4 4 4 0
35 240 301 0 4
36 144 104 1 2
37 243 257 2 6
38 6 5 6 0
39 240 314 2 5
40 1 5 1 1
41 243 166 2 4
42 2 11 2 0
43 236 421 3 7
44 246 123 5 1
45 3 14 3 0
46 1 3 1 0
47 2 0 2 0
48 0 6 0 1
49 2 0 2 0
50 243 396 1 7
51 3 27 3 0
52 2 27 2 0
53 0 9 0 0
54 3 2 3 0
55 242 280 6 4
56 228 123 3 5
57 2 0 2 0
58 221 94 2 1
59 238 282 0 2
60 234 862 2 14
61 1 5 1 0
62 3 0 3 0
63 246 163 1 3
64 239 66 1 3
65 1 4 1 0
66 245 135 3 1
67 188 202 1 1
68 189 82 1 0
69 239 120 8 2
70 196 169 1 5
71 5 4 5 0
72 225 291 3 4
73 2 3 2 0
74 190 94 2 2
75 237 199 1 3
76 0 0 0 0
77 245 120 3 1
78 224 203 1 6
79 242 303 1 1
80 239 178 1 1
81 245 149 3 6
82 4 5 4 0
83 0 37 0 0
84 2 4 2 0
85 245 170 1 3
86 144 100 2 2
87 176 166 1 6
88 2 0 2 0
89 2 14 2 0
90 241 275 2 6
91 129 57 4 0
92 5 1 5 0
93 120 64 2 0
94 136 256 1 5
95 113 123 0 0
96 245 135 3 1
97 0 5 0 0
