Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 353 2 4
1 240 166 2 2
2 241 469 4 5
3 247 396 3 4
4 243 413 1 3
5 3 30 3 0
6 234 30 2 0
7 242 72 3 0
8 4 3 4 0
9 240 218 1 5
10 2 9 2 0
11 238 299 4 3
12 240 608 4 6
13 180 274 3 2
14 182 268 4 3
15 248 823 0 16
16 244 397 2 4
17 129 4 2 1
18 132 4 0 0
19 1 9 1 0
20 242 26 3 0
21 242 160 1 0
22 135 72 1 0
23 240 186 3 2
24 241 361 4 2
25 245 127 4 3
26 186 298 1 8
27 185 125 2 2
28 3 9 3 0
29 247 176 4 0
30 242 109 2 0
31 241 122 7 1
32 245 127 3 0
33 1 1 1 0
34 4 8 4 0
35 241 158 0 4
36 1 10 1 0
37 244 360 2 5
38 206 208 6 1
39 242 280 2 2
40 247 203 1 3
41 245 183 2 3
42 246 324 2 7
43 238 338 3 2
44 248 155 5 1
45 239 268 3 4
46 241 186 1 1
47 249 352 2 3
48 243 333 0 5
49 249 157 2 1
50 245 360 1 1
51 238 331 3 2
52 239 228 2 6
53 238 170 0 1
54 239 182 3 0
55 245 268 6 4
56 236 146 3 3
57 243 298 2 3
58 216 116 2 3
59 243 207 0 0
60 234 549 2 5
61 183 81 1 1
62 244 163 3 1
63 248 193 2 2
64 241 74 1 0
65 193 126 1 0
66 245 123 3 0
67 188 261 1 1
68 189 74 1 0
69 242 103 8 1
70 202 139 1 2
71 234 157 5 1
72 226 329 3 2
73 247 329 2 3
74 197 113 2 0
75 238 254 1 4
76 244 185 0 2
77 247 195 3 1
78 196 151 1 4
79 242 212 1 2
80 246 192 1 1
81 247 153 3 0
82 238 134 4 2
83 190 539 0 18
84 246 578 2 11
85 247 202 1 3
86 142 132 2 2
87 1 4 1 0
88 246 264 2 2
89 237 231 2 2
90 241 144 2 1
91 129 101 4 1
92 246 226 5 2
93 121 49 2 0
94 136 160 1 2
95 113 106 0 0
96 223 146 3 1
97 68 47 0 0
