Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 8 1 1
1 188 71 2 9
2 4 22 4 2
3 2 5 2 0
4 1 23 1 4
5 2 17 2 1
6 2 4 2 0
7 2 5 2 1
8 3 0 3 0
9 1 11 1 0
10 1 4 1 0
11 4 3 4 0
12 191 210 2 14
13 154 98 3 8
14 3 7 3 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 44 2 0 0
19 1 6 1 0
20 2 2 2 1
21 1 14 1 0
22 1 0 1 0
23 3 20 3 0
24 4 12 4 1
25 4 13 4 1
26 1 19 1 3
27 2 14 2 1
28 3 8 3 1
29 3 3 3 1
30 2 21 2 2
31 7 9 7 0
32 3 12 3 0
33 1 7 1 0
34 90 11 3 6
35 0 20 0 0
36 1 15 1 0
37 2 10 2 1
38 6 8 6 2
39 2 7 2 0
40 1 3 1 1
41 2 11 2 0
42 2 15 2 2
43 3 19 3 2
44 4 1 4 0
45 3 24 3 3
46 0 7 0 0
47 2 0 2 0
48 0 8 0 1
49 1 0 1 0
50 199 104 1 26
51 3 15 3 1
52 193 140 1 25
53 0 21 0 2
54 2 6 2 2
55 4 5 4 1
56 3 2 3 1
57 2 0 2 0
58 2 4 2 0
59 0 16 0 2
60 2 13 2 1
61 1 2 1 0
62 1 0 1 0
63 1 0 1 0
64 1 5 1 0
65 173 153 1 10
66 3 7 3 0
67 1 5 1 0
68 1 3 1 0
69 8 7 8 0
70 1 9 1 1
71 4 1 4 0
72 156 124 3 22
73 1 7 1 0
74 2 13 2 1
75 1 13 1 1
76 0 0 0 0
77 3 14 3 2
78 1 0 1 0
79 1 14 1 1
80 1 2 1 0
81 3 0 3 0
82 3 5 3 0
83 0 32 0 3
84 159 83 2 15
85 1 7 1 1
86 2 7 2 1
87 1 7 1 0
88 2 0 2 0
89 2 19 2 2
90 1 1 1 0
91 3 10 3 1
92 5 3 5 0
93 2 15 2 0
94 1 4 1 0
95 0 0 0 0
96 2 4 2 0
97 0 7 0 1
