Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 25 4 3
1 289 55 4 32
2 10 45 10 2
3 7 12 7 1
4 9 27 9 4
5 10 34 10 5
6 370 218 5 52
7 2 13 2 2
8 4 9 4 2
9 6 12 6 3
10 374 250 6 44
11 7 34 7 3
12 11 14 11 5
13 8 11 8 3
14 11 20 11 1
15 7 18 7 5
16 4 25 4 8
17 6 37 6 8
18 2 18 2 2
19 9 35 9 6
20 6 16 6 3
21 13 27 13 2
22 8 20 8 1
23 5 17 5 1
24 12 24 12 4
25 2 9 2 2
26 7 30 7 7
27 7 25 7 2
28 11 32 11 5
29 6 22 6 4
30 1 1 1 1
31 14 26 14 1
32 5 33 5 8
33 6 40 6 3
34 0 5 0 1
35 7 28 7 5
36 0 2 0 2
37 2 2 2 2
38 7 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 1 7 1 0
