Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 17 2 1
1 2 8 2 0
2 237 373 4 5
3 241 381 2 6
4 237 327 1 6
5 3 26 3 0
6 2 3 2 0
7 3 5 3 0
8 238 80 4 3
9 1 17 1 0
10 238 112 2 0
11 214 68 4 1
12 226 313 3 10
13 180 280 3 1
14 183 254 4 5
15 245 685 0 18
16 240 259 2 8
17 118 4 2 1
18 0 3 0 0
19 1 7 1 0
20 3 2 3 0
21 237 125 1 0
22 136 67 1 0
23 3 28 3 0
24 4 18 4 0
25 4 7 4 1
26 1 19 1 0
27 2 3 2 0
28 240 63 3 1
29 241 184 4 2
30 238 99 2 2
31 7 8 7 0
32 241 139 3 1
33 145 57 1 3
34 4 9 4 0
35 0 23 0 0
36 1 27 1 0
37 237 331 2 8
38 6 10 6 0
39 2 11 2 0
40 1 8 1 1
41 2 21 2 0
42 242 331 2 12
43 234 342 3 6
44 242 71 5 0
45 235 89 3 4
46 1 3 1 0
47 245 406 2 6
48 0 12 0 1
49 2 0 2 0
50 1 20 1 0
51 3 27 3 0
52 229 185 2 8
53 0 18 0 0
54 237 207 3 3
55 241 193 6 3
56 3 3 3 1
57 240 327 1 7
58 2 3 2 0
59 238 226 0 2
60 226 497 2 13
61 181 134 1 1
62 239 76 3 1
63 1 1 1 0
64 1 2 1 0
65 1 3 1 0
66 3 6 3 0
67 188 271 1 1
68 189 76 1 1
69 8 5 8 0
70 1 6 1 1
71 209 138 5 6
72 218 253 3 3
73 241 241 2 10
74 195 170 2 2
75 1 20 1 1
76 0 0 0 0
77 3 11 3 0
78 1 0 1 0
79 238 222 1 4
80 242 165 1 5
81 243 194 3 7
82 233 135 4 0
83 0 52 0 0
84 240 341 2 13
85 1 6 1 1
86 142 135 2 0
87 1 5 1 0
88 2 0 2 0
89 2 17 2 0
90 2 3 2 0
91 130 87 4 1
92 240 190 5 5
93 2 16 2 0
94 1 4 1 0
95 113 79 0 2
96 3 10 3 0
97 68 55 0 2
