Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 241 332 2 5
1 2 11 2 0
2 239 434 4 4
3 2 11 2 0
4 239 286 1 4
5 235 319 3 1
6 230 22 2 0
7 3 12 3 0
8 4 2 4 0
9 239 286 1 6
10 240 139 2 1
11 234 104 4 2
12 219 549 3 8
13 179 220 3 3
14 4 13 4 0
15 240 655 0 21
16 243 444 2 8
17 196 67 2 1
18 138 10 0 0
19 196 148 1 1
20 204 13 3 0
21 241 190 1 2
22 1 0 1 0
23 3 26 3 0
24 239 321 4 6
25 241 170 4 2
26 184 190 1 9
27 184 94 2 1
28 242 55 3 2
29 243 236 4 4
30 240 185 2 3
31 240 193 7 2
32 3 14 3 0
33 1 3 1 0
34 240 134 4 4
35 0 24 0 0
36 141 55 1 2
37 241 345 2 6
38 204 130 6 2
39 241 239 2 1
40 244 193 1 1
41 2 24 2 0
42 2 17 2 0
43 3 47 3 1
44 4 2 4 0
45 3 15 3 0
46 1 2 1 0
47 2 0 2 0
48 241 336 0 10
49 2 0 2 0
50 1 17 1 0
51 231 318 3 3
52 2 38 2 0
53 237 161 0 3
54 239 189 3 1
55 6 5 6 0
56 226 85 3 3
57 242 321 2 5
58 2 3 2 0
59 241 237 0 3
60 232 513 2 9
61 182 147 1 5
62 3 0 3 0
63 244 159 2 2
64 240 75 1 1
65 1 5 1 0
66 3 5 3 0
67 1 4 1 0
68 1 2 1 0
69 8 7 8 0
70 198 171 1 4
71 5 6 5 0
72 227 289 3 3
73 244 271 2 5
74 190 160 2 0
75 231 215 1 5
76 0 0 0 0
77 205 165 3 3
78 195 142 1 4
79 240 187 1 1
80 244 179 1 5
81 3 0 3 0
82 234 153 4 0
83 0 53 0 0
84 240 359 2 10
85 1 2 1 0
86 141 110 2 2
87 177 228 1 6
88 243 267 2 3
89 234 226 2 8
90 2 2 2 0
91 129 79 4 0
92 5 2 5 0
93 2 16 2 0
94 1 7 1 0
95 0 0 0 0
96 3 8 3 0
97 68 59 0 1
