Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 237 290 2 9
1 2 7 2 1
2 4 23 4 1
3 243 560 3 8
4 1 26 1 1
5 232 233 3 3
6 2 3 2 0
7 3 3 3 0
8 4 2 4 0
9 236 264 1 4
10 2 6 2 0
11 220 109 4 0
12 4 3 4 1
13 178 124 3 2
14 4 13 4 0
15 0 0 0 0
16 240 224 2 7
17 2 5 2 1
18 0 3 0 0
19 1 6 1 0
20 3 4 3 1
21 1 13 1 0
22 1 0 1 0
23 237 187 3 7
24 4 18 4 0
25 4 8 4 1
26 183 243 1 11
27 2 4 2 0
28 3 7 3 0
29 4 8 4 1
30 2 22 2 0
31 237 176 7 0
32 3 9 3 0
33 145 52 1 1
34 4 7 4 0
35 0 22 0 0
36 1 9 1 0
37 238 317 2 9
38 6 11 6 0
39 2 10 2 0
40 1 4 1 1
41 241 172 2 4
42 242 348 2 10
43 234 317 3 13
44 244 163 5 2
45 3 12 3 0
46 238 117 1 4
47 2 0 2 0
48 238 271 0 8
49 245 83 2 0
50 1 12 1 1
51 3 27 3 0
52 234 244 2 3
53 234 216 0 2
54 237 180 3 1
55 5 5 5 1
56 3 2 3 1
57 239 310 1 6
58 211 101 2 1
59 0 14 0 0
60 2 29 2 1
61 177 113 1 6
62 3 0 3 0
63 245 226 1 5
64 238 133 1 4
65 1 3 1 0
66 3 5 3 0
67 1 4 1 0
68 188 63 1 1
69 238 190 8 3
70 1 7 1 1
71 203 140 5 3
72 221 311 3 10
73 2 7 2 0
74 2 6 2 0
75 236 266 1 7
76 0 0 0 0
77 3 4 3 0
78 187 187 1 8
79 1 20 1 0
80 242 229 1 5
81 243 166 3 4
82 225 166 4 2
83 0 59 0 1
84 242 455 2 12
85 1 4 1 1
86 2 6 2 0
87 174 244 1 9
88 2 0 2 0
89 2 10 2 0
90 238 238 2 7
91 130 73 4 1
92 5 1 5 0
93 2 10 2 0
94 1 1 1 0
95 0 0 0 0
96 3 7 3 0
97 0 2 0 0
