Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 17 4 1
1 7 10 7 0
2 9 56 9 0
3 7 14 7 0
4 444 290 10 14
5 448 574 11 57
6 6 40 6 0
7 4 9 4 0
8 4 14 4 1
9 7 9 7 0
10 7 16 7 1
11 8 26 8 0
12 474 437 12 23
13 475 570 13 44
14 15 27 15 0
15 8 32 8 2
16 5 30 5 1
17 6 60 6 4
18 4 25 4 1
19 8 22 8 0
20 8 12 8 0
21 13 37 13 2
22 11 15 11 0
23 1 1 1 1
24 12 36 12 1
25 3 10 3 2
26 480 154 10 10
27 482 313 9 26
28 11 42 11 4
29 485 97 7 7
30 4 20 4 0
31 15 30 15 0
32 8 51 8 1
33 486 1115 6 81
34 0 4 0 0
35 482 228 8 9
36 0 2 0 2
37 1 9 1 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 7 5 7 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 1 0 0
