Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 236 264 2 12
1 2 8 2 1
2 233 187 4 8
3 2 5 2 0
4 1 15 1 0
5 3 15 3 1
6 2 4 2 0
7 3 5 3 0
8 238 157 4 3
9 235 394 1 10
10 236 90 2 2
11 224 107 4 1
12 3 4 3 1
13 3 7 3 0
14 4 11 4 0
15 0 0 0 0
16 2 0 2 0
17 158 116 1 2
18 0 4 0 0
19 158 53 1 0
20 3 4 3 1
21 237 187 1 6
22 1 0 1 0
23 3 22 3 0
24 4 15 4 0
25 234 133 4 3
26 1 16 1 1
27 2 7 2 0
28 237 57 3 2
29 4 7 4 1
30 2 15 2 0
31 7 7 7 0
32 3 9 3 0
33 1 1 1 0
34 4 3 4 0
35 0 18 0 0
36 1 7 1 0
37 2 7 2 0
38 215 98 6 4
39 2 9 2 0
40 1 5 1 1
41 2 20 2 0
42 237 453 2 13
43 3 27 3 1
44 239 229 4 4
45 3 14 3 0
46 0 4 0 0
47 2 0 2 0
48 0 10 0 1
49 240 193 2 3
50 1 12 1 0
51 230 300 3 11
52 1 19 1 0
53 233 245 0 4
54 3 5 3 0
55 6 5 6 1
56 3 4 3 1
57 1 0 1 0
58 192 128 2 2
59 235 277 0 12
60 207 620 2 24
61 1 6 1 0
62 1 0 1 0
63 1 0 1 0
64 1 2 1 0
65 1 2 1 1
66 3 6 3 0
67 184 117 1 2
68 1 1 1 0
69 237 171 8 2
70 1 5 1 1
71 5 1 5 0
72 206 288 3 16
73 2 3 2 0
74 2 6 2 0
75 1 14 1 2
76 239 226 0 7
77 238 151 3 9
78 1 0 1 0
79 1 18 1 0
80 1 1 1 0
81 239 288 3 10
82 235 193 4 4
83 0 48 0 1
84 2 2 2 0
85 1 2 1 0
86 138 68 2 4
87 171 228 1 11
88 2 0 2 0
89 2 11 2 0
90 2 2 2 0
91 4 9 4 0
92 5 1 5 0
93 2 6 2 0
94 1 3 1 0
95 105 54 0 3
96 3 10 3 1
97 0 3 0 0
