Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 22 4 2
1 6 12 6 2
2 11 47 11 1
3 7 11 7 1
4 9 38 9 4
5 9 38 9 2
6 5 33 5 2
7 4 23 4 2
8 4 10 4 1
9 6 11 6 1
10 414 95 6 24
11 7 31 7 1
12 12 33 12 3
13 10 20 10 2
14 411 265 12 26
15 7 19 7 2
16 4 33 4 3
17 6 60 6 6
18 462 193 4 31
19 9 27 9 2
20 6 14 6 1
21 13 27 13 2
22 9 14 9 0
23 1 1 1 1
24 12 34 12 2
25 2 16 2 2
26 10 29 10 2
27 7 23 7 1
28 11 50 11 3
29 7 23 7 2
30 1 2 1 1
31 14 24 14 0
32 6 71 6 5
33 460 655 6 111
34 0 6 0 1
35 9 39 9 2
36 0 4 0 1
37 74 3 2 3
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 14 0 0 0
51 0 7 0 0
