Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 21 4 0
1 8 18 8 1
2 12 69 12 2
3 342 417 7 19
4 451 650 10 19
5 12 70 12 4
6 459 538 6 37
7 420 158 6 6
8 294 88 4 4
9 338 76 7 10
10 6 30 6 3
11 9 32 9 1
12 14 37 14 3
13 13 33 13 2
14 14 34 14 1
15 8 68 8 5
16 5 32 5 5
17 6 84 6 6
18 5 33 5 2
19 9 46 9 2
20 7 24 7 2
21 13 38 13 2
22 481 258 9 30
23 1 1 1 1
24 498 571 13 30
25 1 16 1 2
26 493 553 11 40
27 9 36 9 1
28 426 471 11 41
29 9 26 9 3
30 4 25 4 0
31 495 526 15 20
32 7 62 7 2
33 6 76 6 4
34 0 4 0 0
35 8 45 8 2
36 2 7 2 0
37 415 42 8 1
38 0 0 0 0
39 8 6 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 2 0 0 0
49 7 0 7 0
50 0 0 0 0
51 7 7 7 0
