Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 356 2 8
1 241 156 2 1
2 4 22 4 1
3 246 543 3 5
4 242 358 1 5
5 236 353 3 5
6 2 3 2 0
7 243 61 3 1
8 242 95 4 4
9 239 363 1 1
10 242 67 2 0
11 238 291 4 4
12 240 608 3 10
13 3 5 3 0
14 4 6 4 0
15 249 1017 0 13
16 245 498 2 7
17 200 10 2 2
18 0 3 0 0
19 1 7 1 0
20 3 4 3 1
21 243 103 1 1
22 136 92 1 3
23 3 7 3 0
24 4 12 4 0
25 4 9 4 1
26 187 515 1 13
27 186 92 2 1
28 245 47 3 0
29 246 128 4 2
30 243 127 2 1
31 7 6 7 0
32 245 122 3 0
33 148 73 1 3
34 246 105 4 5
35 242 174 0 6
36 145 102 1 2
37 2 7 2 0
38 229 179 7 2
39 247 168 2 2
40 246 202 1 1
41 2 7 2 0
42 246 267 2 4
43 236 315 3 4
44 247 131 5 1
45 237 213 3 5
46 241 147 1 2
47 249 377 2 5
48 1 6 1 1
49 2 0 2 0
50 245 232 1 3
51 3 29 3 0
52 2 15 2 0
53 0 9 0 0
54 239 125 3 1
55 6 5 6 0
56 236 101 3 4
57 243 374 2 6
58 2 4 2 0
59 0 9 0 0
60 2 8 2 0
61 184 68 1 2
62 3 0 3 0
63 247 170 2 5
64 242 112 1 5
65 202 99 1 1
66 3 2 3 0
67 190 145 1 1
68 1 1 1 0
69 240 142 8 4
70 1 9 1 1
71 238 165 5 2
72 229 294 3 5
73 2 4 2 0
74 193 86 2 1
75 1 10 1 1
76 245 133 0 5
77 3 3 3 0
78 1 0 1 0
79 243 243 1 2
80 1 1 1 0
81 3 0 3 0
82 4 7 4 0
83 223 871 0 16
84 2 3 2 0
85 1 4 1 1
86 2 3 2 0
87 180 169 1 3
88 249 228 2 4
89 237 271 2 5
90 242 182 2 0
91 130 76 4 1
92 246 225 5 7
93 122 37 2 0
94 1 2 1 0
95 0 0 0 0
96 246 177 3 3
97 0 2 0 0
