Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 44 4 2
1 357 798 8 30
2 12 60 12 2
3 7 21 7 0
4 479 239 10 6
5 13 90 13 4
6 7 32 7 0
7 490 140 8 2
8 357 240 4 4
9 7 13 7 1
10 489 227 7 13
11 484 368 12 13
12 14 68 14 3
13 15 57 15 2
14 482 307 16 16
15 475 2310 8 70
16 7 72 7 4
17 9 140 9 6
18 534 560 5 12
19 9 29 9 2
20 538 556 6 20
21 531 394 13 9
22 533 1012 10 33
23 200 33 6 1
24 531 380 14 8
25 198 196 2 3
26 11 56 11 3
27 529 263 13 2
28 485 460 11 19
29 531 163 9 15
30 106 24 5 0
31 528 466 15 12
32 524 782 7 39
33 8 112 8 3
34 12 17 0 0
35 528 425 9 12
36 235 12 11 0
37 475 59 10 0
38 0 7 0 0
39 8 6 7 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 5 0 0 0
49 7 0 7 0
50 9 5 9 0
51 494 28 7 1
