Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 259 2 6
1 240 130 2 2
2 238 425 4 3
3 245 259 2 2
4 1 19 1 0
5 3 18 3 1
6 234 51 2 1
7 242 60 3 0
8 243 117 4 4
9 240 265 1 8
10 2 5 2 0
11 239 355 4 5
12 241 951 4 10
13 181 234 3 3
14 4 10 4 0
15 243 1126 0 17
16 2 0 2 0
17 209 92 2 1
18 209 15 0 0
19 210 183 2 0
20 242 37 3 2
21 242 142 1 0
22 135 67 1 1
23 240 134 3 3
24 241 305 4 2
25 243 193 4 2
26 185 557 1 9
27 2 4 2 0
28 244 59 3 0
29 245 157 4 3
30 240 123 2 0
31 241 80 7 1
32 3 10 3 0
33 147 76 1 2
34 4 7 4 0
35 239 126 0 2
36 1 8 1 0
37 242 350 2 7
38 228 119 6 1
39 242 301 2 4
40 244 172 1 2
41 243 189 2 2
42 244 322 2 6
43 238 309 3 1
44 5 1 5 0
45 3 13 3 0
46 1 3 1 0
47 247 375 2 4
48 242 370 0 7
49 2 0 2 0
50 243 205 1 3
51 238 315 3 5
52 2 20 2 0
53 0 9 0 0
54 239 163 3 1
55 243 226 6 3
56 232 73 3 3
57 2 0 2 0
58 225 88 2 1
59 0 10 0 0
60 237 919 2 11
61 182 111 1 2
62 244 172 3 1
63 2 1 2 0
64 241 49 1 0
65 207 116 1 0
66 3 3 3 0
67 190 152 1 1
68 1 1 1 0
69 241 77 8 4
70 204 174 1 5
71 234 206 5 2
72 229 295 3 2
73 2 3 2 0
74 193 116 2 2
75 238 181 1 4
76 244 121 0 4
77 3 3 3 0
78 1 0 1 0
79 1 15 1 0
80 244 118 1 1
81 3 0 3 0
82 239 184 4 4
83 226 640 0 15
84 2 3 2 0
85 1 2 1 0
86 144 149 2 1
87 1 3 1 0
88 244 272 2 6
89 237 254 2 6
90 242 112 2 0
91 129 97 4 0
92 244 183 5 3
93 121 31 2 1
94 136 195 1 5
95 0 0 0 0
96 245 76 3 1
97 68 65 0 0
