Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 334 201 4 3
1 326 330 7 5
2 10 104 10 1
3 340 474 7 5
4 10 84 10 3
5 444 1004 12 37
6 453 409 7 18
7 264 20 6 1
8 336 115 4 0
9 6 18 6 0
10 436 231 7 8
11 8 59 8 0
12 475 409 12 13
13 492 791 13 38
14 435 455 14 7
15 430 785 8 16
16 481 173 7 3
17 7 178 7 4
18 493 369 4 4
19 8 76 8 0
20 497 361 8 9
21 490 328 13 5
22 492 239 11 15
23 169 17 3 2
24 490 243 12 5
25 172 200 4 4
26 485 193 10 4
27 10 46 10 0
28 428 222 10 13
29 490 168 7 5
30 2 22 2 0
31 487 372 15 5
32 483 515 8 17
33 491 1972 7 60
34 10 16 0 0
35 487 396 8 9
36 0 4 0 1
37 27 5 9 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 37 5 8 0
45 0 0 0 0
46 0 0 0 0
47 28 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 47 1 8 0
