Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 373 226 4 11
1 377 310 9 14
2 514 1631 12 35
3 7 12 7 0
4 491 258 10 7
5 494 947 13 56
6 495 677 7 22
7 493 153 8 5
8 4 15 4 1
9 377 151 8 6
10 500 427 8 16
11 503 206 12 14
12 14 61 14 0
13 528 1210 14 62
14 15 20 15 0
15 8 90 8 5
16 6 42 6 3
17 8 94 8 4
18 5 26 5 0
19 10 27 10 1
20 7 17 7 0
21 13 51 13 2
22 529 275 11 16
23 257 28 6 4
24 522 469 14 8
25 257 257 4 3
26 517 703 11 25
27 519 339 9 15
28 497 378 11 18
29 9 31 9 3
30 358 30 5 2
31 15 46 15 1
32 8 66 8 2
33 8 100 8 3
34 18 21 0 0
35 519 335 8 13
36 11 15 11 0
37 487 58 11 0
38 7 0 3 0
39 8 6 0 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 11 5 11 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 7 0 7 0
50 14 0 0 0
51 7 10 7 0
