Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 327 2 6
1 240 222 2 2
2 4 28 4 2
3 245 444 3 3
4 239 295 1 6
5 236 384 3 2
6 233 55 2 0
7 241 58 3 1
8 242 94 4 3
9 1 10 1 0
10 240 52 2 0
11 4 12 4 0
12 241 598 4 7
13 3 7 3 0
14 182 273 4 5
15 247 910 0 10
16 243 369 2 6
17 198 16 2 1
18 198 9 0 0
19 1 8 1 0
20 241 23 3 1
21 241 163 1 0
22 1 0 1 0
23 239 164 3 1
24 240 392 4 2
25 244 127 4 4
26 186 368 1 6
27 2 3 2 0
28 244 68 3 0
29 245 160 4 1
30 240 108 2 0
31 240 104 7 1
32 243 120 3 1
33 148 82 1 1
34 242 123 4 1
35 0 13 0 0
36 145 104 1 2
37 243 384 2 5
38 196 107 6 2
39 243 211 2 2
40 244 156 1 4
41 243 200 2 3
42 244 301 2 7
43 237 368 3 4
44 5 2 5 0
45 3 12 3 0
46 241 169 1 1
47 247 315 2 5
48 243 381 0 5
49 247 121 2 0
50 243 454 1 5
51 238 347 3 5
52 238 302 2 5
53 237 190 0 0
54 239 217 3 1
55 243 293 5 5
56 234 86 3 2
57 2 0 2 0
58 2 4 2 0
59 241 167 0 2
60 232 779 2 8
61 182 99 1 2
62 243 153 3 1
63 246 115 2 2
64 240 92 1 2
65 190 128 1 0
66 243 109 3 0
67 189 291 1 1
68 190 45 1 1
69 240 121 8 4
70 189 171 1 3
71 235 135 5 1
72 226 337 3 0
73 2 3 2 0
74 2 4 2 0
75 238 252 1 3
76 243 133 0 5
77 245 180 3 2
78 219 167 1 1
79 240 216 1 3
80 244 196 1 3
81 245 173 3 3
82 239 239 4 2
83 188 728 0 12
84 244 528 2 12
85 1 2 1 0
86 144 111 2 2
87 178 200 1 2
88 2 0 2 0
89 2 13 2 0
90 2 3 2 0
91 130 84 4 0
92 244 229 5 5
93 123 69 2 0
94 137 169 1 2
95 118 102 0 0
96 3 7 3 0
97 68 58 0 0
