Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 398 2 6
1 2 11 2 0
2 241 459 4 4
3 247 347 3 2
4 241 377 1 3
5 238 346 3 3
6 2 5 2 0
7 243 58 3 0
8 244 76 4 2
9 1 15 1 0
10 242 37 2 0
11 239 341 4 4
12 242 591 4 6
13 181 240 3 3
14 184 271 4 3
15 249 953 0 12
16 245 405 2 7
17 199 70 2 1
18 199 21 0 0
19 199 165 1 1
20 242 26 3 1
21 243 173 1 1
22 136 71 1 0
23 241 182 3 2
24 242 392 4 2
25 242 89 4 2
26 186 381 1 6
27 185 107 2 3
28 244 51 3 0
29 4 11 4 1
30 242 105 2 1
31 242 91 7 0
32 245 95 3 0
33 148 70 1 2
34 244 146 4 2
35 242 212 0 2
36 1 12 1 0
37 245 394 2 2
38 226 163 7 1
39 245 197 2 1
40 246 148 1 2
41 245 269 2 1
42 2 11 2 0
43 239 314 3 5
44 248 160 5 1
45 240 310 3 5
46 243 133 1 2
47 249 387 2 5
48 245 312 0 4
49 249 106 2 0
50 246 418 1 3
51 239 416 3 4
52 239 274 2 6
53 239 204 0 2
54 240 199 3 0
55 245 227 6 3
56 236 98 3 2
57 244 309 2 4
58 226 75 2 0
59 243 162 0 1
60 2 12 2 0
61 184 91 1 1
62 245 169 3 1
63 248 210 2 2
64 242 103 1 0
65 192 150 1 0
66 245 140 3 1
67 189 139 1 1
68 1 1 1 0
69 243 77 8 2
70 204 193 1 4
71 238 169 5 2
72 229 334 3 0
73 245 300 2 5
74 201 103 2 1
75 239 209 1 3
76 245 188 0 6
77 247 177 3 1
78 218 147 1 2
79 242 246 1 4
80 246 212 1 1
81 247 134 3 0
82 240 208 4 3
83 195 859 0 12
84 246 751 2 11
85 247 196 1 3
86 144 112 2 1
87 179 204 1 4
88 247 219 2 3
89 238 284 2 2
90 2 2 2 0
91 130 70 4 0
92 246 271 5 5
93 123 71 2 0
94 137 185 1 3
95 116 112 0 0
96 245 139 3 1
97 71 54 0 1
