Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 10 2 1
1 2 10 2 1
2 4 20 4 3
3 2 6 2 1
4 1 13 1 2
5 2 15 2 2
6 182 38 2 4
7 3 6 3 1
8 4 1 4 0
9 1 6 1 0
10 1 3 1 0
11 4 3 4 0
12 2 2 2 1
13 3 4 3 0
14 4 7 4 0
15 0 0 0 0
16 2 0 2 0
17 1 3 1 1
18 0 1 0 0
19 1 3 1 0
20 2 2 2 1
21 1 7 1 1
22 1 0 1 0
23 3 14 3 0
24 4 8 4 0
25 4 16 4 1
26 1 14 1 3
27 176 71 2 10
28 3 4 3 1
29 4 4 4 1
30 2 17 2 1
31 221 239 7 21
32 3 8 3 0
33 1 3 1 0
34 4 6 4 0
35 0 10 0 0
36 1 7 1 0
37 2 10 2 0
38 168 61 6 7
39 2 8 2 0
40 221 159 1 22
41 1 14 1 0
42 2 11 2 1
43 3 24 3 1
44 4 2 4 0
45 3 20 3 0
46 0 7 0 0
47 2 0 2 0
48 0 9 0 1
49 2 0 2 0
50 1 13 1 1
51 3 10 3 0
52 1 18 1 0
53 217 246 0 26
54 3 4 3 1
55 5 4 5 1
56 3 5 3 1
57 1 0 1 0
58 184 204 2 17
59 0 13 0 0
60 2 12 2 1
61 1 3 1 0
62 1 0 1 0
63 1 0 1 0
64 1 3 1 0
65 1 5 1 1
66 3 7 3 1
67 0 5 0 0
68 1 3 1 0
69 8 3 8 0
70 1 9 1 1
71 5 2 5 0
72 175 232 3 24
73 1 3 1 0
74 2 7 2 0
75 1 7 1 2
76 0 0 0 0
77 3 8 3 1
78 1 0 1 0
79 1 12 1 1
80 1 2 1 0
81 215 248 3 22
82 3 5 3 0
83 0 28 0 2
84 1 2 1 1
85 1 3 1 1
86 2 8 2 2
87 1 5 1 0
88 2 0 2 0
89 2 16 2 0
90 2 2 2 0
91 4 8 4 0
92 5 2 5 0
93 2 7 2 0
94 1 6 1 1
95 0 0 0 0
96 189 30 3 4
97 0 4 0 0
