Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 240 388 2 8
1 239 46 2 0
2 4 30 4 1
3 2 14 2 0
4 238 278 1 5
5 3 27 3 1
6 2 5 2 0
7 3 6 3 0
8 4 3 4 0
9 1 12 1 0
10 239 109 2 0
11 233 159 4 1
12 3 5 3 1
13 3 10 3 0
14 180 325 4 7
15 245 600 0 19
16 242 282 2 7
17 2 4 2 1
18 51 5 0 0
19 1 5 1 0
20 233 19 3 0
21 1 18 1 0
22 135 75 1 1
23 3 38 3 0
24 238 235 4 3
25 4 14 4 1
26 184 250 1 11
27 184 82 2 1
28 241 61 3 0
29 242 181 4 7
30 2 26 2 0
31 7 11 7 0
32 242 178 3 0
33 146 102 1 1
34 4 9 4 0
35 0 30 0 0
36 143 106 1 1
37 240 312 2 7
38 203 259 6 2
39 239 242 2 5
40 242 274 1 6
41 2 20 2 0
42 2 20 2 0
43 236 429 3 5
44 243 196 4 3
45 237 196 3 4
46 1 4 1 0
47 246 389 2 10
48 0 14 0 1
49 2 0 2 0
50 242 408 1 7
51 3 31 3 0
52 2 26 2 0
53 0 13 0 0
54 237 225 3 4
55 6 7 6 0
56 3 3 3 1
57 239 343 2 4
58 206 115 2 2
59 239 248 0 3
60 231 517 2 8
61 179 90 1 1
62 241 117 3 1
63 244 215 2 3
64 239 105 1 2
65 1 5 1 0
66 242 148 3 0
67 1 2 1 0
68 1 1 1 0
69 238 113 8 1
70 198 158 1 4
71 5 5 5 0
72 220 333 3 4
73 242 354 2 4
74 2 9 2 0
75 236 259 1 4
76 242 218 0 5
77 221 157 3 2
78 195 168 1 3
79 1 25 1 0
80 242 200 1 4
81 3 0 3 0
82 233 141 4 2
83 0 57 0 0
84 2 4 2 0
85 1 4 1 1
86 141 94 2 1
87 176 250 1 2
88 243 295 2 6
89 235 268 2 2
90 223 149 2 5
91 129 47 4 0
92 242 232 5 4
93 120 68 2 0
94 135 124 1 5
95 113 115 0 0
96 227 85 3 3
97 0 4 0 0
