Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 367 206 4 5
1 366 187 8 10
2 528 798 10 9
3 373 401 7 7
4 481 131 10 5
5 484 1606 12 35
6 7 34 7 0
7 508 82 9 3
8 376 72 4 1
9 7 8 7 0
10 490 87 8 3
11 12 58 12 0
12 535 826 12 9
13 536 1708 15 38
14 484 302 15 4
15 480 1517 8 30
16 525 100 8 2
17 527 2360 9 56
18 537 245 5 7
19 535 322 9 8
20 541 373 8 6
21 534 276 13 11
22 537 415 11 6
23 258 30 6 4
24 534 342 13 10
25 259 262 5 2
26 529 137 11 3
27 532 161 12 4
28 496 551 11 15
29 534 121 8 2
30 479 45 5 0
31 531 290 15 5
32 527 420 8 26
33 535 2234 8 61
34 52 21 2 0
35 9 40 9 1
36 143 2 3 1
37 485 36 11 1
38 7 0 3 0
39 14 0 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 372 5 10 0
45 0 0 0 0
46 0 0 0 0
47 247 5 6 0
48 6 0 0 0
49 7 0 7 0
50 14 0 10 0
51 492 11 8 0
