Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 237 385 2 4
1 226 140 2 1
2 234 363 4 4
3 240 396 2 6
4 235 416 1 3
5 215 369 2 3
6 2 5 2 0
7 231 41 3 1
8 225 104 4 2
9 222 318 1 5
10 235 85 2 0
11 4 12 4 0
12 3 9 3 1
13 178 219 3 0
14 181 344 4 3
15 0 0 0 0
16 237 279 2 4
17 18 2 1 1
18 17 3 0 0
19 1 8 1 0
20 209 10 3 1
21 1 25 1 0
22 1 0 1 0
23 3 44 3 0
24 227 199 4 3
25 212 155 4 2
26 182 205 1 7
27 2 3 2 0
28 238 101 3 3
29 4 17 4 1
30 218 143 2 0
31 7 36 7 0
32 238 122 3 2
33 145 78 1 1
34 236 184 4 4
35 233 202 0 1
36 1 28 1 0
37 236 323 2 6
38 191 197 6 3
39 2 23 2 0
40 240 207 1 5
41 238 216 2 2
42 239 312 2 3
43 3 52 3 0
44 241 165 5 1
45 216 220 3 5
46 230 165 0 2
47 243 344 2 6
48 236 229 0 6
49 241 140 2 1
50 238 323 1 2
51 219 344 3 1
52 216 267 2 3
53 228 181 0 2
54 230 190 3 1
55 235 243 6 4
56 213 71 3 2
57 233 294 2 4
58 202 95 2 0
59 236 212 0 1
60 215 383 2 9
61 180 84 1 2
62 238 156 3 1
63 242 197 2 3
64 1 5 1 0
65 188 192 1 3
66 239 148 3 0
67 184 265 1 1
68 185 87 1 0
69 8 18 8 0
70 184 130 1 2
71 195 170 5 5
72 211 339 3 4
73 221 316 2 4
74 192 173 2 2
75 1 32 1 1
76 238 201 0 3
77 214 212 3 2
78 187 166 1 3
79 237 238 1 3
80 219 149 1 3
81 3 0 3 0
82 229 140 4 2
83 184 442 0 9
84 239 354 2 9
85 209 212 1 3
86 142 149 2 1
87 173 238 1 4
88 239 233 2 2
89 221 259 2 1
90 201 142 2 5
91 128 52 4 0
92 239 222 5 2
93 114 62 2 0
94 134 173 1 2
95 0 0 0 0
96 200 123 3 1
97 63 76 0 1
