Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 10 2 0
1 239 147 2 4
2 239 555 4 4
3 2 5 2 0
4 240 184 1 3
5 3 21 3 1
6 2 3 2 0
7 3 3 3 0
8 4 2 4 0
9 239 154 1 7
10 2 9 2 0
11 238 125 4 1
12 3 5 3 1
13 179 265 3 1
14 182 300 4 5
15 247 1030 0 27
16 2 0 2 0
17 2 5 2 1
18 194 22 0 0
19 194 116 1 2
20 3 3 3 1
21 1 3 1 0
22 135 193 1 2
23 3 20 3 0
24 4 9 4 0
25 240 105 4 4
26 183 522 1 17
27 184 79 2 1
28 3 6 3 0
29 4 8 4 1
30 240 110 2 0
31 240 86 7 1
32 243 109 3 3
33 147 84 1 4
34 244 130 4 5
35 0 12 0 0
36 1 7 1 0
37 245 293 2 5
38 218 152 6 3
39 2 3 2 0
40 244 277 1 5
41 2 10 2 0
42 244 327 2 8
43 236 370 3 3
44 5 1 5 0
45 3 16 3 0
46 1 2 1 0
47 2 0 2 0
48 1 10 1 1
49 2 0 2 0
50 1 8 1 0
51 235 383 3 9
52 2 19 2 0
53 0 11 0 0
54 239 222 3 6
55 6 4 6 0
56 3 2 3 1
57 242 259 2 3
58 2 3 2 0
59 241 214 0 6
60 232 683 2 13
61 1 6 1 0
62 243 92 3 1
63 245 170 2 3
64 1 4 1 0
65 201 143 1 3
66 244 134 3 1
67 1 6 1 0
68 189 45 1 1
69 240 91 8 3
70 1 6 1 1
71 5 3 5 0
72 3 11 3 0
73 2 2 2 0
74 189 102 2 2
75 238 248 1 7
76 243 140 0 5
77 3 2 3 0
78 1 0 1 0
79 241 188 1 4
80 244 228 1 2
81 245 146 3 1
82 238 65 4 1
83 0 31 0 0
84 2 4 2 0
85 243 160 1 4
86 144 122 2 2
87 1 3 1 0
88 247 252 2 8
89 2 13 2 0
90 2 1 2 0
91 126 47 4 0
92 244 323 5 6
93 119 115 2 1
94 135 152 1 5
95 0 0 0 0
96 3 12 3 0
97 0 2 0 0
