Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 14 2 1
1 2 6 2 0
2 4 27 4 2
3 2 6 2 0
4 236 275 1 5
5 3 14 3 1
6 2 5 2 0
7 3 5 3 0
8 4 1 4 0
9 235 152 1 6
10 2 7 2 0
11 4 3 4 0
12 214 453 3 9
13 179 145 3 4
14 4 8 4 0
15 0 0 0 0
16 239 363 2 7
17 193 14 2 1
18 0 3 0 0
19 1 5 1 0
20 2 2 2 1
21 1 5 1 0
22 1 0 1 0
23 3 14 3 0
24 236 275 4 4
25 4 13 4 1
26 1 12 1 0
27 184 59 2 1
28 239 74 3 3
29 4 9 4 1
30 237 141 2 2
31 7 9 7 0
32 3 11 3 0
33 1 3 1 0
34 4 7 4 0
35 0 17 0 0
36 142 85 1 2
37 238 249 2 10
38 6 6 6 0
39 2 8 2 0
40 1 4 1 1
41 239 338 2 0
42 240 370 2 7
43 3 23 3 1
44 4 1 4 0
45 3 18 3 0
46 1 5 1 0
47 2 0 2 0
48 238 311 0 12
49 243 140 2 4
50 1 15 1 0
51 230 303 3 5
52 2 25 2 0
53 233 227 0 3
54 235 199 3 2
55 5 3 5 0
56 3 2 3 1
57 1 0 1 0
58 212 85 2 0
59 0 14 0 0
60 2 16 2 0
61 182 49 1 7
62 3 0 3 0
63 1 1 1 0
64 1 2 1 0
65 187 150 1 1
66 3 2 3 0
67 1 2 1 0
68 1 3 1 0
69 237 75 8 5
70 188 161 1 5
71 5 4 5 0
72 220 198 3 9
73 2 3 2 0
74 2 4 2 0
75 233 250 1 6
76 240 200 0 10
77 241 229 3 6
78 186 199 1 9
79 237 250 1 5
80 1 1 1 0
81 3 0 3 0
82 3 16 3 0
83 186 600 0 15
84 240 594 2 15
85 241 135 1 2
86 2 4 2 0
87 1 4 1 0
88 240 296 2 8
89 2 13 2 0
90 223 127 2 2
91 130 65 4 1
92 238 173 5 3
93 121 54 2 0
94 136 158 1 4
95 0 0 0 0
96 240 88 3 2
97 0 5 0 1
