Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 8 2 0
1 2 8 2 1
2 4 23 4 1
3 2 9 2 0
4 1 17 1 1
5 3 25 3 2
6 2 2 2 0
7 3 4 3 0
8 4 3 4 0
9 1 15 1 0
10 231 89 2 3
11 4 3 4 0
12 3 5 3 1
13 3 6 3 0
14 180 218 4 16
15 0 0 0 0
16 2 0 2 0
17 1 5 1 1
18 0 3 0 0
19 129 6 1 0
20 2 2 2 1
21 233 230 1 11
22 1 0 1 0
23 3 14 3 0
24 4 10 4 0
25 4 8 4 1
26 181 208 1 14
27 2 5 2 0
28 3 6 3 1
29 232 295 3 8
30 227 122 2 5
31 6 13 6 0
32 3 11 3 0
33 1 3 1 0
34 4 6 4 0
35 0 15 0 0
36 1 11 1 1
37 2 10 2 0
38 188 131 6 13
39 2 6 2 0
40 1 8 1 1
41 2 8 2 0
42 2 18 2 1
43 3 22 3 0
44 4 1 4 0
45 3 16 3 0
46 0 3 0 0
47 2 0 2 0
48 0 9 0 1
49 236 183 2 10
50 1 8 1 0
51 3 17 3 0
52 1 19 1 0
53 227 245 0 10
54 3 3 3 0
55 5 4 5 1
56 3 2 3 1
57 222 418 1 20
58 2 2 2 1
59 0 13 0 0
60 2 18 2 1
61 1 4 1 0
62 1 0 1 0
63 1 0 1 0
64 205 170 1 4
65 189 148 1 5
66 218 114 3 4
67 1 6 1 0
68 1 1 1 0
69 8 4 8 0
70 1 13 1 1
71 5 2 5 0
72 3 19 3 0
73 2 4 2 0
74 2 4 2 0
75 1 7 1 2
76 0 0 0 0
77 3 4 3 0
78 1 0 1 0
79 1 12 1 0
80 228 233 1 9
81 3 0 3 0
82 200 87 3 2
83 0 32 0 0
84 234 340 2 17
85 233 258 1 16
86 2 7 2 2
87 1 1 1 0
88 2 0 2 0
89 2 13 2 0
90 2 2 2 0
91 124 39 4 0
92 234 198 5 15
93 2 5 2 0
94 1 4 1 1
95 0 0 0 0
96 3 6 3 0
97 0 4 0 0
