# time  created  delivered  delivered/created
1000.0000 1 0 0.0000
2000.0000 2 0 0.0000
2941.0000 2 1 0.5000
3000.0000 3 1 0.3333
3004.0000 3 2 0.6667
4000.0000 4 2 0.5000
5000.0000 5 2 0.4000
6000.0000 6 2 0.3333
7000.0000 7 2 0.2857
7311.0000 7 3 0.4286
8000.0000 8 3 0.3750
8004.0000 8 4 0.5000
8495.0000 8 5 0.6250
9000.0000 9 5 0.5556
9004.0000 9 6 0.6667
10000.0000 10 6 0.6000
10800.0000 10 7 0.7000
11000.0000 11 7 0.6364
12000.0000 12 7 0.5833
13000.0000 13 7 0.5385
13170.0000 13 8 0.6154
14000.0000 14 8 0.5714
15000.0000 15 8 0.5333
15519.0000 15 9 0.6000
16000.0000 16 9 0.5625
16141.0000 16 10 0.6250
16148.0000 16 11 0.6875
17000.0000 17 11 0.6471
17610.0000 17 12 0.7059
17898.0000 17 13 0.7647
18000.0000 18 13 0.7222
19000.0000 19 13 0.6842
20000.0000 20 13 0.6500
21000.0000 21 13 0.6190
22000.0000 22 13 0.5909
22638.0000 22 14 0.6364
23000.0000 23 14 0.6087
24000.0000 24 14 0.5833
25000.0000 25 14 0.5600
26000.0000 26 14 0.5385
27000.0000 27 14 0.5185
28000.0000 28 14 0.5000
29000.0000 29 14 0.4828
30000.0000 30 14 0.4667
31000.0000 31 14 0.4516
32000.0000 32 14 0.4375
33000.0000 33 14 0.4242
34000.0000 34 14 0.4118
35000.0000 35 14 0.4000
36000.0000 36 14 0.3889
37000.0000 37 14 0.3784
38000.0000 38 14 0.3684
39000.0000 39 14 0.3590
40000.0000 40 14 0.3500
41000.0000 41 14 0.3415
42000.0000 42 14 0.3333
43000.0000 43 14 0.3256
44000.0000 44 14 0.3182
45000.0000 45 14 0.3111
46000.0000 46 14 0.3043
47000.0000 47 14 0.2979
48000.0000 48 14 0.2917
49000.0000 49 14 0.2857
50000.0000 50 14 0.2800
51000.0000 51 14 0.2745
52000.0000 52 14 0.2692
53000.0000 53 14 0.2642
54000.0000 54 14 0.2593
55000.0000 55 14 0.2545
56000.0000 56 14 0.2500
57000.0000 57 14 0.2456
58000.0000 58 14 0.2414
59000.0000 59 14 0.2373
60000.0000 60 14 0.2333
61000.0000 61 14 0.2295
62000.0000 62 14 0.2258
63000.0000 63 14 0.2222
64000.0000 64 14 0.2188
65000.0000 65 14 0.2154
66000.0000 66 14 0.2121
67000.0000 67 14 0.2090
68000.0000 68 14 0.2059
69000.0000 69 14 0.2029
70000.0000 70 14 0.2000
71000.0000 71 14 0.1972
72000.0000 72 14 0.1944
73000.0000 73 14 0.1918
74000.0000 74 14 0.1892
74430.0000 74 15 0.2027
75000.0000 75 15 0.2000
76000.0000 76 15 0.1974
77000.0000 77 15 0.1948
78000.0000 78 15 0.1923
79000.0000 79 15 0.1899
80000.0000 80 15 0.1875
80291.0000 80 16 0.2000
80295.0000 80 17 0.2125
80299.0000 80 18 0.2250
80303.0000 80 19 0.2375
81000.0000 81 19 0.2346
82000.0000 82 19 0.2317
83000.0000 83 19 0.2289
83564.0000 83 20 0.2410
84000.0000 84 20 0.2381
84074.0000 84 21 0.2500
84079.0000 84 22 0.2619
85000.0000 85 22 0.2588
85256.0000 85 23 0.2706
85260.0000 85 24 0.2824
85265.0000 85 25 0.2941
86000.0000 86 25 0.2907
87000.0000 87 25 0.2874
87001.0000 87 26 0.2989
87005.0000 87 27 0.3103
87009.0000 87 28 0.3218
87014.0000 87 29 0.3333
87405.0000 87 30 0.3448
87409.0000 87 31 0.3563
87414.0000 87 32 0.3678
87418.0000 87 33 0.3793
88000.0000 88 33 0.3750
88004.0000 88 34 0.3864
88008.0000 88 35 0.3977
88012.0000 88 36 0.4091
88106.0000 88 37 0.4205
88110.0000 88 38 0.4318
88114.0000 88 39 0.4432
88220.0000 88 40 0.4545
88224.0000 88 41 0.4659
88849.0000 88 42 0.4773
88853.0000 88 43 0.4886
88972.0000 88 44 0.5000
88976.0000 88 45 0.5114
88980.0000 88 46 0.5227
89000.0000 89 46 0.5169
90000.0000 90 46 0.5111
91000.0000 91 46 0.5055
92000.0000 92 46 0.5000
92064.0000 92 47 0.5109
92068.0000 92 48 0.5217
92299.0000 92 49 0.5326
92303.0000 92 50 0.5435
92307.0000 92 51 0.5543
92312.0000 92 52 0.5652
93000.0000 93 52 0.5591
94000.0000 94 52 0.5532
95000.0000 95 52 0.5474
96000.0000 96 52 0.5417
96004.0000 96 53 0.5521
96218.0000 96 54 0.5625
97000.0000 97 54 0.5567
98000.0000 98 54 0.5510
99000.0000 99 54 0.5455
100000.0000 100 54 0.5400
101000.0000 101 54 0.5347
102000.0000 102 54 0.5294
102385.0000 102 55 0.5392
102981.0000 102 56 0.5490
103000.0000 103 56 0.5437
103004.0000 103 57 0.5534
104000.0000 104 57 0.5481
105000.0000 105 57 0.5429
105915.0000 105 58 0.5524
106000.0000 106 58 0.5472
107000.0000 107 58 0.5421
108000.0000 108 58 0.5370
109000.0000 109 58 0.5321
110000.0000 110 58 0.5273
111000.0000 111 58 0.5225
112000.0000 112 58 0.5179
112004.0000 112 59 0.5268
112629.0000 112 60 0.5357
113000.0000 113 60 0.5310
114000.0000 114 60 0.5263
115000.0000 115 60 0.5217
116000.0000 116 60 0.5172
117000.0000 117 60 0.5128
118000.0000 118 60 0.5085
119000.0000 119 60 0.5042
120000.0000 120 60 0.5000
121000.0000 121 60 0.4959
122000.0000 122 60 0.4918
123000.0000 123 60 0.4878
124000.0000 124 60 0.4839
125000.0000 125 60 0.4800
126000.0000 126 60 0.4762
127000.0000 127 60 0.4724
128000.0000 128 60 0.4688
129000.0000 129 60 0.4651
130000.0000 130 60 0.4615
131000.0000 131 60 0.4580
132000.0000 132 60 0.4545
133000.0000 133 60 0.4511
134000.0000 134 60 0.4478
135000.0000 135 60 0.4444
136000.0000 136 60 0.4412
137000.0000 137 60 0.4380
138000.0000 138 60 0.4348
139000.0000 139 60 0.4317
140000.0000 140 60 0.4286
141000.0000 141 60 0.4255
142000.0000 142 60 0.4225
143000.0000 143 60 0.4196
144000.0000 144 60 0.4167
145000.0000 145 60 0.4138
146000.0000 146 60 0.4110
147000.0000 147 60 0.4082
148000.0000 148 60 0.4054
149000.0000 149 60 0.4027
150000.0000 150 60 0.4000
151000.0000 151 60 0.3974
152000.0000 152 60 0.3947
